SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_108791	Aripiprazole	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	10uM	HELA	24h	
LINCSCP_108792	Aripiprazole	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	3.33uM	HELA	24h	
LINCSCP_108793	Aripiprazole	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	1.11uM	HELA	24h	
LINCSCP_108796	Aripiprazole	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	0.04uM	HELA	24h	
LINCSCP_109198	Escitalopram	SLC6A4	3.33uM	HELA	24h	
LINCSCP_109202	Escitalopram	SLC6A4	0.04uM	HELA	24h	
LINCSCP_123725	Citalopram	SLC6A4	0.04uM	HT29	24h	
LINCSCP_125593	Aripiprazole	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	0.37uM	HT29	24h	
LINCSCP_125998	Escitalopram	SLC6A4	10uM	HT29	24h	
LINCSCP_125999	Escitalopram	SLC6A4	3.33uM	HT29	24h	
LINCSCP_126003	Escitalopram	SLC6A4	0.04uM	HT29	24h	
LINCSCP_140308	Citalopram	SLC6A4	0.04uM	MCF7	24h	
LINCSCP_141	Escitalopram	SLC6A4	10uM	A375	6h	1
LINCSCP_142175	Aripiprazole	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	10uM	MCF7	24h	
LINCSCP_142176	Aripiprazole	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	3.33uM	MCF7	24h	
LINCSCP_142178	Aripiprazole	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	0.37uM	MCF7	24h	
LINCSCP_142585	Escitalopram	SLC6A4	1.11uM	MCF7	24h	
LINCSCP_142588	Escitalopram	SLC6A4	0.04uM	MCF7	24h	
LINCSCP_15921	Citalopram	SLC6A4	10uM	HA1E	6h	1
