SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_101854	Fluoxetine	SLC6A4	10uM	HELA	24h	
LINCSCP_118647	Fluoxetine	SLC6A4	10uM	HT29	24h	
LINCSCP_118649	Fluoxetine	SLC6A4	1.11uM	HT29	24h	
LINCSCP_13060	Fluoxetine	SLC6A4	10uM	FIBRNPC	6h	1
LINCSCP_135224	Fluoxetine	SLC6A4	10uM	MCF7	24h	
LINCSCP_135227	Fluoxetine	SLC6A4	0.37uM	MCF7	24h	
LINCSCP_153434	Fluoxetine	SLC6A4	1.11uM	PC3	24h	
LINCSCP_153437	Fluoxetine	SLC6A4	0.04uM	PC3	24h	
LINCSCP_167030	Fluoxetine	SLC6A4	10uM	YAPC	24h	
LINCSCP_167035	Fluoxetine	SLC6A4	0.04uM	YAPC	24h	
LINCSCP_178120	Fluoxetine	SLC6A4	10uM	A375	6h	1
LINCSCP_184	Fluoxetine	SLC6A4	10uM	A375	24h	0
LINCSCP_19161	Fluoxetine	SLC6A4	10uM	HCC515	6h	1
LINCSCP_209665	Fluoxetine	SLC6A4	10uM	HA1E	6h	1
LINCSCP_210576	Fluoxetine	SLC6A4	10uM	HA1E	6h	0
LINCSCP_21963	Fluoxetine	SLC6A4	10uM	HEPG2	6h	1
LINCSCP_224982	Fluoxetine	SLC6A4	10uM	HT29	6h	1
LINCSCP_236001	Fluoxetine	SLC6A4	10uM	MCF7	24h	0
LINCSCP_236280	Fluoxetine	SLC6A4	10uM	MCF7	6h	1
LINCSCP_238003	Fluoxetine	SLC6A4	10uM	MCF7	6h	0
LINCSCP_244129	Fluoxetine	SLC6A4	10uM	MCF7	6h	0
LINCSCP_25221	Fluoxetine	SLC6A4	10uM	HT29	24h	0
LINCSCP_268810	Fluoxetine	SLC6A4	10uM	PC3	6h	1
LINCSCP_34440	Fluoxetine	SLC6A4	10uM	MCF7	24h	0
LINCSCP_4137	Fluoxetine	SLC6A4	10uM	A549	24h	0
LINCSCP_416	Fluoxetine	SLC6A4	10uM	A375	6h	0
LINCSCP_4277	Fluoxetine	SLC6A4	10uM	A549	6h	1
LINCSCP_43207	Fluoxetine	SLC6A4	10uM	NPC	24h	1
LINCSCP_57849	Fluoxetine	SLC6A4	10uM	VCAP	6h	1
LINCSCP_71729	Fluoxetine	SLC6A4	10uM	A375	24h	
LINCSCP_90045	Fluoxetine	SLC6A4	10uM	HA1E	24h	
LINCSCP_90046	Fluoxetine	SLC6A4	3.33uM	HA1E	24h	
LINCSCP_90049	Fluoxetine	SLC6A4	0.12uM	HA1E	24h	
