perturbagen,treatment,cellline,similarity
Fluoxetine,IKBKE,VCAP,0.4056
Fluoxetine,RELB,VCAP,0.3621
Fluoxetine,IL6,VCAP,0.3507
Fluoxetine,NFKB1,VCAP,0.3448
Fluoxetine,STAT1,VCAP,0.3271
Fluoxetine,STAT5A,VCAP,0.3267
Paroxetine,JAK3,VCAP,0.6838
Paroxetine,IKBKE,VCAP,0.627
Paroxetine,JAK1,VCAP,0.5984
Paroxetine,SOCS4,VCAP,0.5824
Paroxetine,RELB,VCAP,0.4951
Paroxetine,STAT2,VCAP,0.3851
Dexamethasone,JAK3,VCAP,0.6518
Dexamethasone,SOCS4,VCAP,0.7536
Dexamethasone,NFKB1,VCAP,0.7176
Dexamethasone,IL6ST,VCAP,-0.6686
Dexamethasone,NFKB2,VCAP,-0.632
Dexamethasone,RELB,VCAP,0.5905
Dexamethasone,STAT1,VCAP,0.7219
Dexamethasone,IL6,VCAP,0.6942
Dexamethasone,JAK1,VCAP,0.6347
Dexamethasone,IKBKE,VCAP,0.6209
Dexamethasone,STAT5A,VCAP,0.6154
Dexamethasone,STAT2,VCAP,0.597
Dexamethasone,IKBKAP,VCAP,0.6338
Dexamethasone,TNF,VCAP,0.6275
Dexamethasone,IKBKB,VCAP,0.5815
Dexamethasone,STAT6,VCAP,0.5465
Dexamethasone,STAT4,VCAP,0.5035
Dexamethasone,JAK2,VCAP,-0.2493
Dexamethasone,STAT3,VCAP,0.2132
Chloroquine,STAT4,VCAP,0.7047
Chloroquine,IL6ST,VCAP,0.6455
Chloroquine,STAT6,VCAP,0.6401
Chloroquine,SOCS4,VCAP,-0.63
Chloroquine,IKBKAP,VCAP,0.621
Chloroquine,NFKB2,VCAP,0.6802
Chloroquine,STAT5A,VCAP,-0.6487
Chloroquine,STAT1,VCAP,-0.5606
Chloroquine,TNF,VCAP,0.5541
Chloroquine,STAT2,VCAP,-0.5223
Chloroquine,IKBKG,VCAP,0.5126
Rolipram,NFKB1,VCAP,0.7543
Rolipram,SOCS4,VCAP,0.7412
Rolipram,STAT1,VCAP,0.6143
Rolipram,RELB,VCAP,0.6083
Rolipram,IKBKE,VCAP,0.6039
Rolipram,JAK1,VCAP,0.577
Rolipram,IL6ST,VCAP,-0.5447
Rolipram,IL6,VCAP,0.5348
Rolipram,NFKB2,VCAP,-0.5285
Rolipram,STAT2,VCAP,0.5053
Rolipram,STAT5A,VCAP,0.5025
Rolipram,STAT6,VCAP,0.5635
Rolipram,TNF,VCAP,0.4598
Rolipram,IKBKAP,VCAP,0.4578
Rolipram,STAT3,VCAP,0.3704
Rolipram,STAT4,VCAP,0.3398
Rolipram,JAK2,VCAP,0.3142
