perturbagen,treatment,cellline,similarity
Fluoxetine,IKBKAP,A549,0.3494
Fluoxetine,IKBKG,A549,0.3769
Fluoxetine,STAT4,A549,0.374
Fluoxetine,JAK1,A549,0.7518
Fluoxetine,IL6ST,A549,0.7111
Fluoxetine,NFKB2,A549,0.6428
Fluoxetine,IKBKE,A549,0.6381
Fluoxetine,IKBKB,A549,0.6161
Fluoxetine,STAT1,A549,0.5906
Fluoxetine,STAT6,A549,-0.2323
Fluoxetine,RELA,A549,0.2293
Fluoxetine,SOCS5,A549,-0.3285
Fluoxetine,STAT2,A549,-0.4096
Fluoxetine,STAT3,A549,-0.3724
Fluoxetine,IL6,A549,-0.3194
Fluoxetine,JAK2,A549,0.3409
Fluoxetine,NFKB1,A549,0.3313
Fluoxetine,STAT5B,A549,0.4153
Fluoxetine,JAK3,A549,0.3933
Fluoxetine,STAT5A,A549,0.3478
Fluoxetine,RELB,A549,0.3183
Fluoxetine,IL6R,A549,0.2416
Bupropion,STAT5B,A549,0.3058
Bupropion,IKBKAP,A549,0.2452
Bupropion,STAT5A,A549,0.244
Bupropion,RELB,A549,0.2359
Bupropion,REL,A549,0.2283
Bupropion,IKBKE,A549,0.5939
Bupropion,IL6ST,A549,0.6458
Bupropion,NFKB2,A549,0.5754
Bupropion,IKBKB,A549,0.479
Bupropion,JAK1,A549,0.7435
Bupropion,STAT1,A549,0.5224
Bupropion,STAT4,A549,0.5457
Bupropion,STAT2,A549,0.5352
Bupropion,IL6R,A549,0.4798
Bupropion,JAK3,A549,0.3703
Bupropion,SOCS1,A549,0.4021
Bupropion,NFKB1,A549,0.4685
Bupropion,JAK2,A549,0.4606
Bupropion,STAT6,A549,0.2827
Bupropion,RELA,A549,0.2585
Paroxetine,STAT1,A549,0.4276
Paroxetine,STAT4,A549,-0.3997
Paroxetine,NFKB1,A549,0.3194
Paroxetine,IKBKG,A549,0.4582
Paroxetine,RELA,A549,0.2612
Paroxetine,JAK3,A549,0.4624
Paroxetine,STAT6,A549,0.4334
Paroxetine,JAK2,A549,0.4185
Paroxetine,IL6R,A549,0.3768
Paroxetine,RELB,A549,0.3495
Paroxetine,SOCS1,A549,0.4288
Paroxetine,STAT5B,A549,0.4445
Paroxetine,STAT5A,A549,-0.3166
Paroxetine,TNF,A549,0.3519
Paroxetine,IL6ST,A549,0.6201
Paroxetine,IKBKE,A549,0.5464
Paroxetine,STAT3,A549,-0.4401
Paroxetine,STAT2,A549,-0.3648
Paroxetine,REL,A549,0.4141
Paroxetine,NFKB2,A549,0.5821
Paroxetine,IKBKAP,A549,0.5308
Paroxetine,JAK1,A549,0.6496
Paroxetine,IKBKB,A549,0.5003
Paroxetine,IL6,A549,0.426
Paroxetine,SOCS2,A549,-0.2862
Paroxetine,SOCS5,A549,0.3089
Dexamethasone,IL6R,A549,-0.3164
Dexamethasone,IKBKG,A549,0.3692
Dexamethasone,JAK3,A549,0.4918
Dexamethasone,JAK2,A549,0.4347
Dexamethasone,IL6,A549,0.3694
Dexamethasone,REL,A549,0.2888
Dexamethasone,SOCS2,A549,0.2639
Dexamethasone,RELB,A549,0.3509
Dexamethasone,IL6ST,A549,0.5869
Dexamethasone,STAT6,A549,0.4494
Dexamethasone,NFKB1,A549,0.4093
Dexamethasone,SOCS1,A549,0.3911
Dexamethasone,STAT5B,A549,-0.2889
Dexamethasone,IKBKE,A549,0.5326
Dexamethasone,STAT3,A549,0.5059
Dexamethasone,STAT4,A549,0.5508
Dexamethasone,STAT5A,A549,0.3442
Dexamethasone,TNF,A549,0.2848
Dexamethasone,SOCS5,A549,0.2503
