similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.3875	8.2904e-14	345	RELB	CGS001-5971	144 h	LINCSKD_26330	PC3	LINCSCP_179533
0.3725	8.468e-13	345	STAT5A	CGS001-6776	96 h	LINCSKD_28828	PC3	LINCSCP_179533
0.3461	3.8326e-11	345	REL	CGS001-5966	96 h	LINCSKD_28535	PC3	LINCSCP_179533
0.3375	1.2252e-10	345	STAT5A	CGS001-6776	96 h	LINCSKD_20631	HT29	LINCSCP_179533
0.3354	1.6237e-10	345	SOCS2	CGS001-8835	144 h	LINCSKD_26410	PC3	LINCSCP_179533
0.3301	3.2538e-10	345	RELA	CGS001-5970	96 h	LINCSKD_10726	HA1E	LINCSCP_179533
0.326	5.523e-10	345	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_179533
0.3116	3.3269e-9	345	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_179533
0.3103	3.8998e-9	345	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_179533
-0.302	1.0438e-8	345	IKBKG	CGS001-8517	120 h	LINCSKD_31313	VCAP	LINCSCP_179533
0.2875	5.4367e-8	345	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_179533
0.2875	5.4724e-8	345	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_179533
0.2826	9.3392e-8	345	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_179533
0.2752	2.0572e-7	345	IKBKE	CGS001-9641	96 h	LINCSKD_1515	A375	LINCSCP_179533
0.2752	2.0716e-7	345	IL6	CGS001-3569	144 h	LINCSKD_35960	PC3	LINCSCP_179533
0.274	2.3303e-7	345	STAT5A	CGS001-6776	144 h	LINCSKD_36236	PC3	LINCSCP_179533
0.2735	2.4749e-7	345	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_179533
0.2715	3.0319e-7	345	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_179533
0.2696	3.7134e-7	345	IKBKE	CGS001-9641	96 h	LINCSKD_15896	HEPG2	LINCSCP_179533
0.2659	5.395e-7	345	RELB	CGS001-5971	96 h	LINCSKD_2676	A375	LINCSCP_179533
0.2659	5.4091e-7	345	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_179533
0.2622	7.8533e-7	345	STAT4	CGS001-6775	96 h	LINCSKD_28827	PC3	LINCSCP_179533
0.2621	7.9519e-7	345	IKBKE	CGS001-9641	120 h	LINCSKD_31312	VCAP	LINCSCP_179533
0.2614	8.48e-7	345	IL6ST	CGS001-3572	96 h	LINCSKD_9602	HA1E	LINCSCP_179533
-0.2579	1.1965e-6	345	STAT1	CGS001-6772	144 h	LINCSKD_26429	PC3	LINCSCP_179533
0.253	1.9289e-6	345	NFKB2	CGS001-4791	96 h	LINCSKD_10097	HA1E	LINCSCP_179533
0.2514	2.2656e-6	345	STAT1	CGS001-6772	96 h	LINCSKD_28824	PC3	LINCSCP_179533
0.2483	3.0271e-6	345	STAT5A	CGS001-6776	96 h	LINCSKD_3066	A375	LINCSCP_179533
0.2468	3.4798e-6	345	JAK2	CGS001-3717	144 h	LINCSKD_35976	PC3	LINCSCP_179533
0.2445	4.324e-6	345	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_179533
0.241	5.9928e-6	345	JAK3	CGS001-3718	96 h	LINCSKD_1614	A375	LINCSCP_179533
0.24	6.5708e-6	345	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_179533
-0.2362	9.2543e-6	345	STAT4	CGS001-6775	96 h	LINCSKD_6667	A549	LINCSCP_179533
-0.2357	9.6991e-6	345	JAK2	CGS001-3717	144 h	LINCSKD_34365	MCF7	LINCSCP_179533
