similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.2896	0	217	SOCS1	CGS001-8651	96 h	LINCSKD_24167	MCF7	LINCSCP_13344
0.2877	0	217	IL6	CGS001-3569	96 h	LINCSKD_19255	HT29	LINCSCP_13344
0.278	0	217	NFKB1	CGS001-4790	96 h	LINCSKD_2066	A375	LINCSCP_13344
0.2773	0	217	JAK3	CGS001-3718	96 h	LINCSKD_5225	A549	LINCSCP_13344
0.2734	0	217	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_13344
0.2706	1e-4	217	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_13344
0.27	1e-4	217	STAT3	CGS001-6774	96 h	LINCSKD_13763	HCC515	LINCSCP_13344
0.2567	1e-4	217	JAK1	CGS001-3716	96 h	LINCSKD_12766	HCC515	LINCSCP_13344
0.256	1e-4	217	SOCS1	CGS001-8651	96 h	LINCSKD_6595	A549	LINCSCP_13344
0.249	2e-4	217	STAT5B	CGS001-6777	144 h	LINCSKD_34656	MCF7	LINCSCP_13344
0.243	3e-4	217	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_13344
0.2404	4e-4	217	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_13344
0.2393	4e-4	217	STAT5A	CGS001-6776	96 h	LINCSKD_17317	HEPG2	LINCSCP_13344
0.2369	4e-4	217	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_13344
0.2291	7e-4	217	JAK1	CGS001-3716	120 h	LINCSKD_31399	VCAP	LINCSCP_13344
-0.224	9e-4	217	STAT1	CGS001-6772	96 h	LINCSKD_29911	SW480	LINCSCP_13344
0.2187	0.0012	217	STAT5A	CGS001-6776	96 h	LINCSKD_24219	MCF7	LINCSCP_13344
0.2138	0.0015	217	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_13344
0.2122	0.0017	217	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_13344
0.2106	0.0018	217	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_13344
0.2058	0.0023	217	IL6R	CGS001-3570	96 h	LINCSKD_23173	MCF7	LINCSCP_13344
0.2032	0.0026	217	STAT4	CGS001-6775	120 h	LINCSKD_32811	VCAP	LINCSCP_13344
0.2007	0.003	217	IKBKAP	CGS001-8518	96 h	LINCSKD_15894	HEPG2	LINCSCP_13344
0.2002	0.0031	217	SOCS1	CGS001-8651	96 h	LINCSKD_20559	HT29	LINCSCP_13344
0.2001	0.0031	217	IKBKAP	CGS001-8518	96 h	LINCSKD_5136	A549	LINCSCP_13344
