similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.6269	4.1129e-31	272	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_243402
0.6141	1.3698e-29	272	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_243402
0.5794	8.7705e-26	272	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_243402
0.5583	1.0936e-23	272	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_243402
0.542	3.6339e-22	272	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_243402
0.5307	3.6783e-21	272	REL	CGS001-5966	96 h	LINCSKD_13493	HCC515	LINCSCP_243402
-0.5226	1.8122e-20	272	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_243402
0.517	5.4296e-20	272	SOCS1	CGS001-8651	96 h	LINCSKD_2994	A375	LINCSCP_243402
0.5149	8.1002e-20	272	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_243402
0.508	2.9925e-19	272	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_243402
-0.5054	4.8258e-19	272	JAK1	CGS001-3716	96 h	LINCSKD_19315	HT29	LINCSCP_243402
0.5053	4.9555e-19	272	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_243402
0.5021	8.8809e-19	272	JAK1	CGS001-3716	96 h	LINCSKD_12766	HCC515	LINCSCP_243402
0.494	3.849e-18	272	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_243402
0.4924	5.0698e-18	272	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_243402
-0.4842	2.1563e-17	272	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_243402
0.4831	2.5827e-17	272	STAT6	CGS001-6778	96 h	LINCSKD_13765	HCC515	LINCSCP_243402
0.4823	2.9652e-17	272	STAT4	CGS001-6775	96 h	LINCSKD_3065	A375	LINCSCP_243402
0.4794	4.8727e-17	272	STAT4	CGS001-6775	120 h	LINCSKD_32811	VCAP	LINCSCP_243402
0.4745	1.1201e-16	272	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_243402
-0.4742	1.1726e-16	272	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_243402
0.4735	1.3149e-16	272	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_243402
0.4694	2.5879e-16	272	RELA	CGS001-5970	96 h	LINCSKD_29887	SW480	LINCSCP_243402
-0.4672	3.7653e-16	272	REL	CGS001-5966	96 h	LINCSKD_2674	A375	LINCSCP_243402
0.4653	5.1098e-16	272	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_243402
0.4625	8.0286e-16	272	RELA	CGS001-5970	96 h	LINCSKD_2675	A375	LINCSCP_243402
0.4609	1.0398e-15	272	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_243402
0.4608	1.049e-15	272	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_243402
0.4551	2.5978e-15	272	IKBKG	CGS001-8517	144 h	LINCSKD_26065	PC3	LINCSCP_243402
0.4526	3.8315e-15	272	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_243402
0.4488	6.9348e-15	272	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_243402
0.4462	1.032e-14	272	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_243402
0.444	1.4395e-14	272	STAT1	CGS001-6772	96 h	LINCSKD_7927	ASC	LINCSCP_243402
0.4434	1.5792e-14	272	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_243402
0.4426	1.7706e-14	272	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_243402
0.437	4.1186e-14	272	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_243402
0.4365	4.4289e-14	272	SOCS2	CGS001-8835	96 h	LINCSKD_25416	NPC	LINCSCP_243402
