similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.3414	3.6884e-12	392	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_7401
0.3301	2.0374e-11	392	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_7401
0.2882	6.1958e-9	392	RELB	CGS001-5971	96 h	LINCSKD_25328	NPC	LINCSCP_7401
0.2849	9.4062e-9	392	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_7401
-0.2788	1.9699e-8	392	RELA	CGS001-5970	96 h	LINCSKD_2675	A375	LINCSCP_7401
-0.2554	2.9653e-7	392	RELA	CGS001-5970	96 h	LINCSKD_6280	A549	LINCSCP_7401
-0.2411	1.3731e-6	392	IL6R	CGS001-3570	96 h	LINCSKD_5166	A549	LINCSCP_7401
0.2382	1.8435e-6	392	NFKB2	CGS001-4791	96 h	LINCSKD_23522	MCF7	LINCSCP_7401
-0.2364	2.2203e-6	392	RELA	CGS001-5970	96 h	LINCSKD_35410	MCF7	LINCSCP_7401
0.2342	2.7656e-6	392	IL6ST	CGS001-3572	96 h	LINCSKD_35165	MCF7	LINCSCP_7401
0.2331	3.0861e-6	392	REL	CGS001-5966	96 h	LINCSKD_23956	MCF7	LINCSCP_7401
-0.2324	3.2991e-6	392	RELA	CGS001-5970	144 h	LINCSKD_34572	MCF7	LINCSCP_7401
