similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5945	6.9909e-21	204	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_10316
0.4969	4.0362e-14	204	STAT6	CGS001-6778	96 h	LINCSKD_11117	HA1E	LINCSCP_10316
0.4879	1.3396e-13	204	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_10316
0.4636	2.9014e-12	204	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_10316
0.4625	3.314e-12	204	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_10316
0.4548	8.3252e-12	204	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_10316
0.4391	5.0419e-11	204	STAT1	CGS001-6772	96 h	LINCSKD_6664	A549	LINCSCP_10316
0.4341	8.7846e-11	204	JAK1	CGS001-3716	96 h	LINCSKD_19315	HT29	LINCSCP_10316
0.4338	9.1031e-11	204	NFKB2	CGS001-4791	96 h	LINCSKD_10097	HA1E	LINCSCP_10316
0.43	1.3719e-10	204	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_10316
0.4299	1.3951e-10	204	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_10316
0.4283	1.6567e-10	204	STAT1	CGS001-6772	96 h	LINCSKD_11111	HA1E	LINCSCP_10316
0.4113	9.8858e-10	204	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_10316
0.4038	2.1216e-9	204	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_10316
0.4026	2.3866e-9	204	NFKB1	CGS001-4790	120 h	LINCSKD_31843	VCAP	LINCSCP_10316
0.4022	2.4651e-9	204	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_10316
0.3995	3.2214e-9	204	REL	CGS001-5966	96 h	LINCSKD_23956	MCF7	LINCSCP_10316
0.397	4.1455e-9	204	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_10316
0.3939	5.586e-9	204	STAT1	CGS001-6772	144 h	LINCSKD_22005	MCF7	LINCSCP_10316
0.3932	5.9864e-9	204	REL	CGS001-5966	96 h	LINCSKD_2674	A375	LINCSCP_10316
0.3871	1.0724e-8	204	STAT1	CGS001-6772	96 h	LINCSKD_29911	SW480	LINCSCP_10316
0.3845	1.3589e-8	204	STAT6	CGS001-6778	96 h	LINCSKD_6670	A549	LINCSCP_10316
0.3802	2.0314e-8	204	SOCS5	CGS001-9655	120 h	LINCSKD_32741	VCAP	LINCSCP_10316
0.36870000000000003	5.7662e-8	204	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_10316
0.3629	9.59e-8	204	STAT1	CGS001-6772	96 h	LINCSKD_24215	MCF7	LINCSCP_10316
0.3626	9.8009e-8	204	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_10316
0.3623	1.0084e-7	204	REL	CGS001-5966	96 h	LINCSKD_6279	A549	LINCSCP_10316
0.3618	1.0505e-7	204	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_10316
0.3474	3.5641e-7	204	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_10316
