similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4109	2.2015e-9	196	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_157096
0.39	1.594e-8	196	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_157096
0.3787	4.4039e-8	196	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_157096
0.3637	1.604e-7	196	IKBKE	CGS001-9641	96 h	LINCSKD_9570	HA1E	LINCSCP_157096
0.3527	3.9641e-7	196	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_157096
0.3437	8.1563e-7	196	NFKB2	CGS001-4791	96 h	LINCSKD_29847	SW480	LINCSCP_157096
0.3307	2.2059e-6	196	IL6	CGS001-3569	96 h	LINCSKD_36707	PC3	LINCSCP_157096
0.3296	2.3882e-6	196	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_157096
0.3246	3.451e-6	196	STAT4	CGS001-6775	96 h	LINCSKD_17316	HEPG2	LINCSCP_157096
0.3239	3.6454e-6	196	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_157096
0.3203	4.7267e-6	196	REL	CGS001-5966	144 h	LINCSKD_34571	MCF7	LINCSCP_157096
0.3183	5.4735e-6	196	STAT3	CGS001-6774	120 h	LINCSKD_32810	VCAP	LINCSCP_157096
0.313	7.9522e-6	196	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_157096
0.3086	0	196	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_157096
0.3031	0	196	STAT4	CGS001-6775	96 h	LINCSKD_6667	A549	LINCSCP_157096
0.2937	0	196	JAK3	CGS001-3718	96 h	LINCSKD_5225	A549	LINCSCP_157096
0.2915	0	196	REL	CGS001-5966	96 h	LINCSKD_20280	HT29	LINCSCP_157096
0.2897	0	196	JAK2	CGS001-3717	96 h	LINCSKD_9663	HA1E	LINCSCP_157096
0.2879	0	196	STAT2	CGS001-6773	96 h	LINCSKD_28825	PC3	LINCSCP_157096
0.2868	0	196	SOCS4	CGS001-122809	96 h	LINCSKD_11041	HA1E	LINCSCP_157096
0.2846	1e-4	196	SOCS1	CGS001-8651	96 h	LINCSKD_14473	HEKTE	LINCSCP_157096
0.2787	1e-4	196	REL	CGS001-5966	96 h	LINCSKD_13493	HCC515	LINCSCP_157096
0.2745	1e-4	196	STAT2	CGS001-6773	96 h	LINCSKD_6665	A549	LINCSCP_157096
0.2687	1e-4	196	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_157096
0.2664	2e-4	196	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_157096
0.2637	2e-4	196	STAT4	CGS001-6775	96 h	LINCSKD_24218	MCF7	LINCSCP_157096
0.2545	3e-4	196	SOCS2	CGS001-8835	96 h	LINCSKD_29647	SKL	LINCSCP_157096
0.2538	3e-4	196	IKBKAP	CGS001-8518	96 h	LINCSKD_19224	HT29	LINCSCP_157096
0.2537	3e-4	196	STAT1	CGS001-6772	96 h	LINCSKD_7927	ASC	LINCSCP_157096
0.2502	4e-4	196	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_157096
0.2492	4e-4	196	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_157096
0.2489	4e-4	196	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_157096
0.2468	5e-4	196	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_157096
0.2456	5e-4	196	REL	CGS001-5966	96 h	LINCSKD_23956	MCF7	LINCSCP_157096
0.2444	6e-4	196	RELB	CGS001-5971	96 h	LINCSKD_16956	HEPG2	LINCSCP_157096
