similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5133	2.5439e-16	222	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_21609
0.4879	1.1138e-14	222	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_21609
0.4578	6.6939e-13	222	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_21609
-0.4311	1.8421e-11	222	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_21609
0.4283	2.5622e-11	222	IKBKAP	CGS001-8518	96 h	LINCSKD_29513	SKL	LINCSCP_21609
0.4168	9.6612e-11	222	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_21609
0.4136	1.3906e-10	222	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_21609
-0.4108	1.8947e-10	222	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_21609
0.3971	8.4129e-10	222	STAT3	CGS001-6774	96 h	LINCSKD_6666	A549	LINCSCP_21609
0.396	9.4371e-10	222	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_21609
-0.3926	1.3401e-9	222	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_21609
0.3856	2.7725e-9	222	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_21609
0.3817	4.1293e-9	222	STAT4	CGS001-6775	120 h	LINCSKD_32811	VCAP	LINCSCP_21609
-0.3763	7.0992e-9	222	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_21609
0.3753	7.816e-9	222	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_21609
0.3737	9.1558e-9	222	STAT4	CGS001-6775	96 h	LINCSKD_6667	A549	LINCSCP_21609
0.3723	1.0431e-8	222	SOCS1	CGS001-8651	96 h	LINCSKD_2994	A375	LINCSCP_21609
0.372	1.0836e-8	222	STAT1	CGS001-6772	96 h	LINCSKD_29652	SKL	LINCSCP_21609
-0.3704	1.2545e-8	222	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_21609
0.3647	2.1821e-8	222	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_21609
0.3624	2.7191e-8	222	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_21609
0.3618	2.8748e-8	222	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_21609
-0.3551	5.3438e-8	222	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_21609
0.3531	6.4435e-8	222	STAT2	CGS001-6773	96 h	LINCSKD_28825	PC3	LINCSCP_21609
0.3525	6.7758e-8	222	IKBKG	CGS001-8517	96 h	LINCSKD_5139	A549	LINCSCP_21609
0.3507	8.0017e-8	222	RELB	CGS001-5971	96 h	LINCSKD_6281	A549	LINCSCP_21609
0.3487	9.5669e-8	222	STAT4	CGS001-6775	96 h	LINCSKD_3065	A375	LINCSCP_21609
0.3482	1.0059e-7	222	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_21609
-0.3468	1.1381e-7	222	REL	CGS001-5966	96 h	LINCSKD_2674	A375	LINCSCP_21609
0.3437	1.4975e-7	222	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_21609
0.3387	2.3284e-7	222	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_21609
0.3373	2.6101e-7	222	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_21609
-0.3346	3.3156e-7	222	IL6ST	CGS001-3572	96 h	LINCSKD_12723	HCC515	LINCSCP_21609
0.3341	3.4403e-7	222	STAT3	CGS001-6774	96 h	LINCSKD_17315	HEPG2	LINCSCP_21609
0.3337	3.5681e-7	222	STAT5A	CGS001-6776	96 h	LINCSKD_17317	HEPG2	LINCSCP_21609
0.3303	4.7678e-7	222	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_21609
-0.3301	4.8509e-7	222	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_21609
