similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4435	3.5579e-20	389	JAK3	CGS001-3718	120 h	LINCSKD_31401	VCAP	LINCSCP_7060
0.3772	1.3309e-14	389	IKBKAP	CGS001-8518	96 h	LINCSKD_5136	A549	LINCSCP_7060
0.3766	1.4991e-14	389	IKBKAP	CGS001-8518	96 h	LINCSKD_19224	HT29	LINCSCP_7060
0.3534	6.9149e-13	389	RELB	CGS001-5971	144 h	LINCSKD_26330	PC3	LINCSCP_7060
0.3465	2.065e-12	389	IKBKE	CGS001-9641	120 h	LINCSKD_31312	VCAP	LINCSCP_7060
0.3438	3.1253e-12	389	JAK1	CGS001-3716	120 h	LINCSKD_31399	VCAP	LINCSCP_7060
0.3368	8.9485e-12	389	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_7060
0.3366	9.2792e-12	389	REL	CGS001-5966	96 h	LINCSKD_20280	HT29	LINCSCP_7060
0.3343	1.3041e-11	389	IKBKE	CGS001-9641	96 h	LINCSKD_1515	A375	LINCSCP_7060
0.3195	1.1165e-10	389	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_7060
0.3177	1.4315e-10	389	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_7060
-0.3129	2.794e-10	389	IKBKB	CGS001-3551	96 h	LINCSKD_12702	HCC515	LINCSCP_7060
0.3108	3.7193e-10	389	NFKB1	CGS001-4790	96 h	LINCSKD_5654	A549	LINCSCP_7060
0.2983	1.9594e-9	389	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_7060
-0.2976	2.1464e-9	389	STAT3	CGS001-6774	144 h	LINCSKD_34654	MCF7	LINCSCP_7060
0.2938	3.4857e-9	389	SOCS2	CGS001-8835	144 h	LINCSKD_26410	PC3	LINCSCP_7060
0.2898	5.795e-9	389	STAT6	CGS001-6778	96 h	LINCSKD_24220	MCF7	LINCSCP_7060
0.2846	1.1023e-8	389	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_7060
0.2841	1.1808e-8	389	REL	CGS001-5966	96 h	LINCSKD_23956	MCF7	LINCSCP_7060
0.2831	1.3211e-8	389	STAT5A	CGS001-6776	144 h	LINCSKD_36236	PC3	LINCSCP_7060
0.2822	1.4826e-8	389	SOCS1	CGS001-8651	96 h	LINCSKD_24167	MCF7	LINCSCP_7060
0.2806	1.8021e-8	389	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_7060
0.2803	1.8621e-8	389	REL	CGS001-5966	144 h	LINCSKD_34571	MCF7	LINCSCP_7060
0.2753	3.3839e-8	389	RELB	CGS001-5971	96 h	LINCSKD_25328	NPC	LINCSCP_7060
0.2744	3.7805e-8	389	IL6ST	CGS001-3572	96 h	LINCSKD_19256	HT29	LINCSCP_7060
0.2742	3.8776e-8	389	IL6ST	CGS001-3572	96 h	LINCSKD_35165	MCF7	LINCSCP_7060
0.2725	4.751e-8	389	IL6ST	CGS001-3572	96 h	LINCSKD_12723	HCC515	LINCSCP_7060
0.2717	5.1994e-8	389	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_7060
0.2715	5.3039e-8	389	STAT5A	CGS001-6776	96 h	LINCSKD_3066	A375	LINCSCP_7060
0.2713	5.4447e-8	389	STAT1	CGS001-6772	96 h	LINCSKD_29652	SKL	LINCSCP_7060
0.2713	5.465e-8	389	STAT5A	CGS001-6776	96 h	LINCSKD_20631	HT29	LINCSCP_7060
0.2647	1.1603e-7	389	IKBKAP	CGS001-8518	144 h	LINCSKD_21581	MCF7	LINCSCP_7060
0.2641	1.2471e-7	389	IL6	CGS001-3569	144 h	LINCSKD_35960	PC3	LINCSCP_7060
0.262	1.5848e-7	389	STAT3	CGS001-6774	96 h	LINCSKD_17315	HEPG2	LINCSCP_7060
-0.2602	1.9267e-7	389	SOCS2	CGS001-8835	144 h	LINCSKD_21982	MCF7	LINCSCP_7060
0.2593	2.1423e-7	389	IKBKAP	CGS001-8518	96 h	LINCSKD_1513	A375	LINCSCP_7060
-0.2573	2.6568e-7	389	RELA	CGS001-5970	96 h	LINCSKD_35410	MCF7	LINCSCP_7060
0.2536	4.0038e-7	389	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_7060
0.2522	4.6667e-7	389	IL6R	CGS001-3570	96 h	LINCSKD_1544	A375	LINCSCP_7060
0.2498	6.048e-7	389	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_7060
-0.2471	8.0369e-7	389	STAT1	CGS001-6772	144 h	LINCSKD_26429	PC3	LINCSCP_7060
