similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.331	9.2238e-7	210	IL6	CGS001-3569	96 h	LINCSKD_19255	HT29	LINCSCP_158388
0.3243	1.5694e-6	210	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_158388
0.2961	0	210	STAT5B	CGS001-6777	96 h	LINCSKD_35495	MCF7	LINCSCP_158388
0.293	0	210	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_158388
0.2851	0	210	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_158388
0.275	1e-4	210	IKBKB	CGS001-3551	96 h	LINCSKD_14317	HEKTE	LINCSCP_158388
0.2664	1e-4	210	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_158388
0.2471	3e-4	210	IL6ST	CGS001-3572	96 h	LINCSKD_9602	HA1E	LINCSCP_158388
0.2443	4e-4	210	STAT5B	CGS001-6777	96 h	LINCSKD_17318	HEPG2	LINCSCP_158388
0.2441	4e-4	210	STAT5B	CGS001-6777	96 h	LINCSKD_20632	HT29	LINCSCP_158388
0.2429	4e-4	210	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_158388
0.2418	4e-4	210	JAK1	CGS001-3716	120 h	LINCSKD_31399	VCAP	LINCSCP_158388
0.2408	4e-4	210	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_158388
0.2399	5e-4	210	STAT5A	CGS001-6776	120 h	LINCSKD_32812	VCAP	LINCSCP_158388
0.2307	8e-4	210	TNF	CGS001-7124	96 h	LINCSKD_14496	HEKTE	LINCSCP_158388
0.2302	8e-4	210	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_158388
-0.2284	9e-4	210	IKBKE	CGS001-9641	96 h	LINCSKD_29802	SW480	LINCSCP_158388
-0.2266	9e-4	210	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_158388
0.2223	0.0012	210	IKBKG	CGS001-8517	96 h	LINCSKD_36700	PC3	LINCSCP_158388
0.222	0.0012	210	STAT4	CGS001-6775	96 h	LINCSKD_20630	HT29	LINCSCP_158388
0.2189	0.0014	210	RELB	CGS001-5971	120 h	LINCSKD_32449	VCAP	LINCSCP_158388
0.2183	0.0015	210	STAT5A	CGS001-6776	96 h	LINCSKD_17317	HEPG2	LINCSCP_158388
0.2141	0.0018	210	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_158388
0.2139	0.0018	210	SOCS5	CGS001-9655	96 h	LINCSKD_6597	A549	LINCSCP_158388
0.2109	0.0021	210	STAT5B	CGS001-6777	144 h	LINCSKD_36237	PC3	LINCSCP_158388
0.2107	0.0021	210	STAT1	CGS001-6772	120 h	LINCSKD_32808	VCAP	LINCSCP_158388
