similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4202	3.013e-18	393	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_46063
0.3936	5.1668e-16	393	IKBKB	CGS001-3551	96 h	LINCSKD_27650	PC3	LINCSCP_46063
0.3925	6.2775e-16	393	IKBKAP	CGS001-8518	144 h	LINCSKD_26062	PC3	LINCSCP_46063
0.3781	8.3504e-15	393	IKBKB	CGS001-3551	96 h	LINCSKD_5137	A549	LINCSCP_46063
0.3678	4.931e-14	393	STAT6	CGS001-6778	96 h	LINCSKD_25442	NPC	LINCSCP_46063
0.3649	8.0746e-14	393	IKBKG	CGS001-8517	96 h	LINCSKD_25021	NPC	LINCSCP_46063
0.3647	8.2602e-14	393	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_46063
0.3639	9.5296e-14	393	RELB	CGS001-5971	96 h	LINCSKD_25328	NPC	LINCSCP_46063
0.3604	1.692e-13	393	JAK1	CGS001-3716	96 h	LINCSKD_19315	HT29	LINCSCP_46063
0.352	6.6196e-13	393	STAT5B	CGS001-6777	96 h	LINCSKD_3067	A375	LINCSCP_46063
0.3514	7.3174e-13	393	SOCS5	CGS001-9655	96 h	LINCSKD_13717	HCC515	LINCSCP_46063
0.3505	8.372e-13	393	STAT1	CGS001-6772	96 h	LINCSKD_28824	PC3	LINCSCP_46063
-0.3376	6.2371e-12	393	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_46063
-0.3341	1.0636e-11	393	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_46063
0.3276	2.786e-11	393	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_46063
-0.3264	3.2898e-11	393	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_46063
-0.326	3.4734e-11	393	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_46063
-0.3056	6.1202e-10	393	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_46063
0.3027	9.0656e-10	393	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_46063
0.3017	1.025e-9	393	SOCS1	CGS001-8651	96 h	LINCSKD_20559	HT29	LINCSCP_46063
0.3003	1.247e-9	393	IKBKE	CGS001-9641	96 h	LINCSKD_12703	HCC515	LINCSCP_46063
0.3002	1.2569e-9	393	IKBKB	CGS001-3551	96 h	LINCSKD_12702	HCC515	LINCSCP_46063
-0.3	1.2897e-9	393	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_46063
0.294	2.8245e-9	393	STAT1	CGS001-6772	96 h	LINCSKD_24215	MCF7	LINCSCP_46063
0.2928	3.274e-9	393	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_46063
0.2928	3.3091e-9	393	STAT6	CGS001-6778	96 h	LINCSKD_6670	A549	LINCSCP_46063
0.2891	5.2525e-9	393	JAK1	CGS001-3716	144 h	LINCSKD_35975	PC3	LINCSCP_46063
-0.2867	7.1286e-9	393	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_46063
0.2863	7.5134e-9	393	IKBKAP	CGS001-8518	96 h	LINCSKD_1513	A375	LINCSCP_46063
-0.285	8.8383e-9	393	SOCS2	CGS001-8835	96 h	LINCSKD_25416	NPC	LINCSCP_46063
0.2821	1.272e-8	393	STAT1	CGS001-6772	96 h	LINCSKD_3062	A375	LINCSCP_46063
