similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.296	5.4855e-7	276	IL6	CGS001-3569	96 h	LINCSKD_35164	MCF7	LINCSCP_4673
0.274	3.8241e-6	276	IKBKAP	CGS001-8518	96 h	LINCSKD_27649	PC3	LINCSCP_4673
0.2633	9.3256e-6	276	STAT1	CGS001-6772	96 h	LINCSKD_29652	SKL	LINCSCP_4673
0.2532	0	276	IL6ST	CGS001-3572	96 h	LINCSKD_35165	MCF7	LINCSCP_4673
0.2497	0	276	IL6	CGS001-3569	96 h	LINCSKD_1543	A375	LINCSCP_4673
0.2489	0	276	IL6ST	CGS001-3572	96 h	LINCSKD_36708	PC3	LINCSCP_4673
0.2272	1e-4	276	JAK1	CGS001-3716	144 h	LINCSKD_35975	PC3	LINCSCP_4673
-0.225	2e-4	276	SOCS5	CGS001-9655	120 h	LINCSKD_32741	VCAP	LINCSCP_4673
-0.2226	2e-4	276	JAK2	CGS001-3717	96 h	LINCSKD_1613	A375	LINCSCP_4673
0.2173	3e-4	276	IKBKAP	CGS001-8518	96 h	LINCSKD_5136	A549	LINCSCP_4673
0.2047	6e-4	276	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_4673
