similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4873	3.7309e-36	584	JAK1	CGS001-3716	120 h	LINCSKD_31399	VCAP	LINCSCP_256840
0.4409	3.5812e-29	584	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_256840
0.4265	3.208e-27	584	RELB	CGS001-5971	96 h	LINCSKD_25328	NPC	LINCSCP_256840
0.4211	1.6712e-26	584	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_256840
0.4107	3.5836e-25	584	JAK3	CGS001-3718	96 h	LINCSKD_5225	A549	LINCSCP_256840
0.3877	2.1993e-22	584	STAT1	CGS001-6772	120 h	LINCSKD_32808	VCAP	LINCSCP_256840
0.386	3.4388e-22	584	IKBKE	CGS001-9641	120 h	LINCSKD_31312	VCAP	LINCSCP_256840
0.3776	3.1418e-21	584	STAT5A	CGS001-6776	120 h	LINCSKD_32812	VCAP	LINCSCP_256840
0.3732	9.8371e-21	584	STAT1	CGS001-6772	96 h	LINCSKD_25441	NPC	LINCSCP_256840
0.364	9.827e-20	584	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_256840
0.3602	2.4554e-19	584	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_256840
0.3557	7.4175e-19	584	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_256840
0.3525	1.5686e-18	584	REL	CGS001-5966	96 h	LINCSKD_16954	HEPG2	LINCSCP_256840
0.3524	1.6079e-18	584	IKBKB	CGS001-3551	96 h	LINCSKD_5137	A549	LINCSCP_256840
0.3494	3.3134e-18	584	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_256840
0.348	4.521e-18	584	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_256840
0.3399	2.9421e-17	584	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_256840
0.3335	1.2254e-16	584	IL6	CGS001-3569	120 h	LINCSKD_31339	VCAP	LINCSCP_256840
0.3321	1.6869e-16	584	STAT1	CGS001-6772	96 h	LINCSKD_6664	A549	LINCSCP_256840
0.3309	2.1586e-16	584	STAT5B	CGS001-6777	96 h	LINCSKD_37000	PC3	LINCSCP_256840
0.3284	3.7937e-16	584	JAK2	CGS001-3717	96 h	LINCSKD_5224	A549	LINCSCP_256840
0.3239	9.8813e-16	584	REL	CGS001-5966	96 h	LINCSKD_28535	PC3	LINCSCP_256840
0.3237	1.0296e-15	584	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_256840
0.3137	8.4183e-15	584	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_256840
0.3132	9.2594e-15	584	JAK3	CGS001-3718	120 h	LINCSKD_31401	VCAP	LINCSCP_256840
0.3093	2.0674e-14	584	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_256840
0.3075	2.9556e-14	584	STAT5B	CGS001-6777	144 h	LINCSKD_34656	MCF7	LINCSCP_256840
0.3069	3.3058e-14	584	IKBKB	CGS001-3551	96 h	LINCSKD_15895	HEPG2	LINCSCP_256840
0.3058	4.1727e-14	584	IKBKAP	CGS001-8518	96 h	LINCSKD_5136	A549	LINCSCP_256840
0.3019	9.0023e-14	584	SOCS3	CGS001-9021	96 h	LINCSKD_14474	HEKTE	LINCSCP_256840
0.3016	9.5517e-14	584	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_256840
