similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.416	4.7292e-7	136	IL6ST	CGS001-3572	96 h	LINCSKD_19256	HT29	LINCSCP_45091
0.381	4.7407e-6	136	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_45091
0.3562	0	136	STAT1	CGS001-6772	96 h	LINCSKD_7927	ASC	LINCSCP_45091
0.3451	0	136	SOCS4	CGS001-122809	96 h	LINCSKD_24168	MCF7	LINCSCP_45091
0.3313	1e-4	136	IKBKB	CGS001-3551	96 h	LINCSKD_9569	HA1E	LINCSCP_45091
0.3306	1e-4	136	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_45091
0.3285	1e-4	136	IL6ST	CGS001-3572	96 h	LINCSKD_9602	HA1E	LINCSCP_45091
0.3282	1e-4	136	STAT6	CGS001-6778	144 h	LINCSKD_26430	PC3	LINCSCP_45091
0.3185	2e-4	136	STAT3	CGS001-6774	96 h	LINCSKD_20629	HT29	LINCSCP_45091
0.3178	2e-4	136	STAT4	CGS001-6775	96 h	LINCSKD_3065	A375	LINCSCP_45091
0.3078	3e-4	136	NFKB1	CGS001-4790	96 h	LINCSKD_28060	PC3	LINCSCP_45091
0.305	3e-4	136	IKBKG	CGS001-8517	96 h	LINCSKD_29803	SW480	LINCSCP_45091
0.3029	3e-4	136	SOCS2	CGS001-8835	96 h	LINCSKD_25416	NPC	LINCSCP_45091
0.301	4e-4	136	IKBKE	CGS001-9641	144 h	LINCSKD_26064	PC3	LINCSCP_45091
0.2981	4e-4	136	STAT5B	CGS001-6777	96 h	LINCSKD_17318	HEPG2	LINCSCP_45091
0.2972	4e-4	136	STAT3	CGS001-6774	120 h	LINCSKD_32810	VCAP	LINCSCP_45091
0.2934	5e-4	136	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_45091
0.2922	6e-4	136	SOCS5	CGS001-9655	96 h	LINCSKD_20562	HT29	LINCSCP_45091
0.292	6e-4	136	STAT5A	CGS001-6776	96 h	LINCSKD_17317	HEPG2	LINCSCP_45091
0.2914	6e-4	136	STAT3	CGS001-6774	96 h	LINCSKD_13763	HCC515	LINCSCP_45091
0.2747	0.0012	136	IL6	CGS001-3569	96 h	LINCSKD_35164	MCF7	LINCSCP_45091
0.2716	0.0014	136	RELB	CGS001-5971	96 h	LINCSKD_2676	A375	LINCSCP_45091
-0.2701	0.0015	136	IL6R	CGS001-3570	96 h	LINCSKD_1544	A375	LINCSCP_45091
0.265	0.0018	136	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_45091
0.2602	0.0022	136	STAT4	CGS001-6775	96 h	LINCSKD_17316	HEPG2	LINCSCP_45091
0.2571	0.0025	136	STAT6	CGS001-6778	96 h	LINCSKD_7928	ASC	LINCSCP_45091
-0.2522	0.0031	136	STAT5B	CGS001-6777	96 h	LINCSKD_3067	A375	LINCSCP_45091
0.251	0.0032	136	STAT6	CGS001-6778	96 h	LINCSKD_13765	HCC515	LINCSCP_45091
0.251	0.0032	136	NFKB1	CGS001-4790	144 h	LINCSKD_36054	PC3	LINCSCP_45091
