similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.6557	3.971e-38	299	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_190122
0.6458	1.1302e-36	299	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_190122
-0.6023	6.6424e-31	299	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_190122
0.5754	9.3824e-28	299	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_190122
0.5739	1.3577e-27	299	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_190122
-0.5674	7.0927e-27	299	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_190122
0.5649	1.308e-26	299	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_190122
-0.5426	2.7455e-24	299	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_190122
0.5259	1.161e-22	299	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_190122
0.5208	3.4881e-22	299	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_190122
0.5175	7.0103e-22	299	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_190122
0.5129	1.8403e-21	299	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_190122
0.5115	2.4667e-21	299	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_190122
-0.5041	1.1304e-20	299	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_190122
0.5037	1.2074e-20	299	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_190122
0.4974	4.3145e-20	299	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_190122
-0.4973	4.3803e-20	299	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_190122
0.4971	4.5497e-20	299	REL	CGS001-5966	96 h	LINCSKD_2674	A375	LINCSCP_190122
0.495	6.8813e-20	299	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_190122
0.4868	3.3799e-19	299	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_190122
0.4845	5.2141e-19	299	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_190122
0.4844	5.4084e-19	299	STAT1	CGS001-6772	96 h	LINCSKD_6664	A549	LINCSCP_190122
0.4843	5.4584e-19	299	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_190122
0.479	1.4891e-18	299	IKBKB	CGS001-3551	96 h	LINCSKD_5137	A549	LINCSCP_190122
0.4787	1.5553e-18	299	STAT6	CGS001-6778	96 h	LINCSKD_11117	HA1E	LINCSCP_190122
0.4717	5.7274e-18	299	IKBKG	CGS001-8517	96 h	LINCSKD_25021	NPC	LINCSCP_190122
0.4701	7.6871e-18	299	SOCS5	CGS001-9655	96 h	LINCSKD_13717	HCC515	LINCSCP_190122
0.4677	1.1755e-17	299	STAT1	CGS001-6772	96 h	LINCSKD_11111	HA1E	LINCSCP_190122
0.4661	1.5753e-17	299	STAT1	CGS001-6772	96 h	LINCSKD_24215	MCF7	LINCSCP_190122
-0.4659	1.616e-17	299	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_190122
