similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5516	2.5679e-44	540	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_50033
0.5302	1.7589e-40	540	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_50033
0.5016	9.3103e-36	540	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_50033
0.4995	2.0061e-35	540	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_50033
0.4756	7.9339e-32	540	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_50033
0.4523	1.3711e-28	540	JAK2	CGS001-3717	96 h	LINCSKD_9663	HA1E	LINCSCP_50033
0.4396	6.3693e-27	540	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_50033
0.4275	2.1006e-25	540	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_50033
0.4208	1.3731e-24	540	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_50033
0.4205	1.5073e-24	540	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_50033
0.4152	6.4339e-24	540	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_50033
0.407	5.8192e-23	540	REL	CGS001-5966	96 h	LINCSKD_13493	HCC515	LINCSCP_50033
0.402	2.1811e-22	540	STAT4	CGS001-6775	96 h	LINCSKD_6667	A549	LINCSCP_50033
0.3945	1.4808e-21	540	RELB	CGS001-5971	96 h	LINCSKD_16956	HEPG2	LINCSCP_50033
0.3945	1.499e-21	540	SOCS1	CGS001-8651	96 h	LINCSKD_2994	A375	LINCSCP_50033
0.3923	2.5917e-21	540	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_50033
0.3876	8.4482e-21	540	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_50033
0.3875	8.714e-21	540	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_50033
0.3778	9.1983e-20	540	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_50033
0.372	3.5973e-19	540	IKBKE	CGS001-9641	96 h	LINCSKD_29802	SW480	LINCSCP_50033
0.3701	5.6768e-19	540	RELA	CGS001-5970	96 h	LINCSKD_2675	A375	LINCSCP_50033
0.3693	6.8157e-19	540	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_50033
0.3649	1.8744e-18	540	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_50033
0.3645	2.08e-18	540	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_50033
0.363	2.9073e-18	540	STAT1	CGS001-6772	96 h	LINCSKD_29652	SKL	LINCSCP_50033
-0.3619	3.7382e-18	540	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_50033
0.3578	9.4449e-18	540	STAT2	CGS001-6773	96 h	LINCSKD_11112	HA1E	LINCSCP_50033
0.356	1.3929e-17	540	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_50033
-0.3553	1.6531e-17	540	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_50033
0.3537	2.3286e-17	540	SOCS4	CGS001-122809	96 h	LINCSKD_24168	MCF7	LINCSCP_50033
-0.353	2.7411e-17	540	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_50033
0.3503	4.9379e-17	540	STAT4	CGS001-6775	120 h	LINCSKD_32811	VCAP	LINCSCP_50033
-0.3451	1.4958e-16	540	IKBKG	CGS001-8517	96 h	LINCSKD_25021	NPC	LINCSCP_50033
0.3424	2.7027e-16	540	STAT1	CGS001-6772	96 h	LINCSKD_7927	ASC	LINCSCP_50033
0.3413	3.3446e-16	540	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_50033
