similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4772	6.6509e-10	150	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_58329
0.467	1.6959e-9	150	JAK1	CGS001-3716	120 h	LINCSKD_31399	VCAP	LINCSCP_58329
0.464	2.2242e-9	150	SOCS1	CGS001-8651	96 h	LINCSKD_14473	HEKTE	LINCSCP_58329
0.4178	1.0374e-7	150	IKBKB	CGS001-3551	96 h	LINCSKD_9569	HA1E	LINCSCP_58329
0.4149	1.2971e-7	150	JAK2	CGS001-3717	96 h	LINCSKD_5224	A549	LINCSCP_58329
0.388	9.3102e-7	150	JAK2	CGS001-3717	120 h	LINCSKD_31400	VCAP	LINCSCP_58329
0.3743	2.3729e-6	150	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_58329
0.361	5.6723e-6	150	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_58329
0.3595	6.2543e-6	150	SOCS5	CGS001-9655	96 h	LINCSKD_6597	A549	LINCSCP_58329
0.3537	9.0157e-6	150	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_58329
0.3427	0	150	SOCS5	CGS001-9655	96 h	LINCSKD_24169	MCF7	LINCSCP_58329
0.3423	0	150	IKBKG	CGS001-8517	144 h	LINCSKD_26065	PC3	LINCSCP_58329
0.3323	0	150	JAK2	CGS001-3717	144 h	LINCSKD_35976	PC3	LINCSCP_58329
0.323	1e-4	150	JAK1	CGS001-3716	96 h	LINCSKD_12766	HCC515	LINCSCP_58329
-0.3189	1e-4	150	STAT1	CGS001-6772	144 h	LINCSKD_26429	PC3	LINCSCP_58329
0.3175	1e-4	150	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_58329
0.3143	1e-4	150	IKBKAP	CGS001-8518	96 h	LINCSKD_9568	HA1E	LINCSCP_58329
0.3112	1e-4	150	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_58329
0.3087	1e-4	150	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_58329
0.306	1e-4	150	STAT3	CGS001-6774	144 h	LINCSKD_34654	MCF7	LINCSCP_58329
0.3029	2e-4	150	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_58329
0.3028	2e-4	150	NFKB1	CGS001-4790	96 h	LINCSKD_29846	SW480	LINCSCP_58329
0.3008	2e-4	150	STAT3	CGS001-6774	96 h	LINCSKD_28826	PC3	LINCSCP_58329
0.2996	2e-4	150	STAT4	CGS001-6775	96 h	LINCSKD_17316	HEPG2	LINCSCP_58329
0.2979	2e-4	150	SOCS5	CGS001-9655	120 h	LINCSKD_32741	VCAP	LINCSCP_58329
0.2965	2e-4	150	IKBKB	CGS001-3551	144 h	LINCSKD_21582	MCF7	LINCSCP_58329
0.2952	2e-4	150	RELB	CGS001-5971	96 h	LINCSKD_14442	HEKTE	LINCSCP_58329
-0.2948	3e-4	150	NFKB1	CGS001-4790	144 h	LINCSKD_34446	MCF7	LINCSCP_58329
0.2896	3e-4	150	STAT1	CGS001-6772	96 h	LINCSKD_29911	SW480	LINCSCP_58329
-0.2882	3e-4	150	JAK1	CGS001-3716	96 h	LINCSKD_19315	HT29	LINCSCP_58329
0.288	4e-4	150	RELA	CGS001-5970	96 h	LINCSKD_16955	HEPG2	LINCSCP_58329
0.2875	4e-4	150	RELA	CGS001-5970	144 h	LINCSKD_34572	MCF7	LINCSCP_58329
0.2868	4e-4	150	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_58329
0.2862	4e-4	150	STAT4	CGS001-6775	96 h	LINCSKD_11114	HA1E	LINCSCP_58329
0.2844	4e-4	150	IKBKG	CGS001-8517	96 h	LINCSKD_15897	HEPG2	LINCSCP_58329
