similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.6579	9.4906e-59	463	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_262490
0.624	2.5351e-51	463	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_262490
0.6163	8.845e-50	463	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_262490
0.5891	1.3212e-44	463	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_262490
0.5755	3.4221e-42	463	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_262490
0.558	2.9689e-39	463	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_262490
0.5571	4.216e-39	463	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_262490
0.5502	5.3746e-38	463	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_262490
0.5492	7.847e-38	463	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_262490
0.5473	1.5773e-37	463	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_262490
0.5463	2.2616e-37	463	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_262490
0.5445	4.19e-37	463	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_262490
0.5433	6.4408e-37	463	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_262490
-0.5335	2.0635e-35	463	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_262490
0.5322	3.1602e-35	463	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_262490
0.5295	7.9881e-35	463	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_262490
0.5209	1.4727e-33	463	STAT2	CGS001-6773	96 h	LINCSKD_11112	HA1E	LINCSCP_262490
-0.5148	1.0729e-32	463	IKBKG	CGS001-8517	96 h	LINCSKD_25021	NPC	LINCSCP_262490
0.5064	1.6013e-31	463	STAT4	CGS001-6775	120 h	LINCSKD_32811	VCAP	LINCSCP_262490
0.5056	2.0419e-31	463	JAK2	CGS001-3717	96 h	LINCSKD_9663	HA1E	LINCSCP_262490
0.5044	2.9737e-31	463	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_262490
0.5	1.1617e-30	463	RELA	CGS001-5970	96 h	LINCSKD_2675	A375	LINCSCP_262490
-0.4967	3.2304e-30	463	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_262490
-0.4961	3.9376e-30	463	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_262490
0.4909	1.8866e-29	463	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_262490
0.4876	4.962e-29	463	SOCS2	CGS001-8835	96 h	LINCSKD_25416	NPC	LINCSCP_262490
0.4734	3.1371e-27	463	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_262490
0.466	2.4327e-26	463	STAT4	CGS001-6775	96 h	LINCSKD_6667	A549	LINCSCP_262490
