similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4111	1.2726e-13	299	IKBKAP	CGS001-8518	96 h	LINCSKD_19224	HT29	LINCSCP_9800
0.3856	4.9049e-12	299	REL	CGS001-5966	96 h	LINCSKD_20280	HT29	LINCSCP_9800
0.3683	4.9146e-11	299	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_9800
0.3502	4.7125e-10	299	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_9800
0.3448	9.0117e-10	299	REL	CGS001-5966	96 h	LINCSKD_13493	HCC515	LINCSCP_9800
0.3411	1.3939e-9	299	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_9800
0.3366	2.3627e-9	299	IL6ST	CGS001-3572	96 h	LINCSKD_9602	HA1E	LINCSCP_9800
0.324	9.8312e-9	299	STAT1	CGS001-6772	96 h	LINCSKD_14479	HEKTE	LINCSCP_9800
0.3198	1.5581e-8	299	REL	CGS001-5966	144 h	LINCSKD_34571	MCF7	LINCSCP_9800
0.3178	1.9256e-8	299	STAT4	CGS001-6775	96 h	LINCSKD_11114	HA1E	LINCSCP_9800
0.3167	2.161e-8	299	RELB	CGS001-5971	96 h	LINCSKD_6281	A549	LINCSCP_9800
0.3149	2.6421e-8	299	STAT5A	CGS001-6776	144 h	LINCSKD_36236	PC3	LINCSCP_9800
0.3084	5.2357e-8	299	IKBKE	CGS001-9641	96 h	LINCSKD_1515	A375	LINCSCP_9800
0.307	6.0455e-8	299	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_9800
0.3055	7.0387e-8	299	STAT4	CGS001-6775	96 h	LINCSKD_6667	A549	LINCSCP_9800
-0.3023	9.7671e-8	299	IKBKE	CGS001-9641	96 h	LINCSKD_14318	HEKTE	LINCSCP_9800
0.3008	1.1447e-7	299	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_9800
0.2987	1.4152e-7	299	STAT1	CGS001-6772	96 h	LINCSKD_29652	SKL	LINCSCP_9800
0.2985	1.4436e-7	299	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_9800
0.2962	1.8147e-7	299	NFKB2	CGS001-4791	96 h	LINCSKD_23522	MCF7	LINCSCP_9800
0.2894	3.5372e-7	299	STAT6	CGS001-6778	96 h	LINCSKD_7928	ASC	LINCSCP_9800
0.2878	4.1123e-7	299	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_9800
0.2814	7.5484e-7	299	RELA	CGS001-5970	96 h	LINCSKD_28536	PC3	LINCSCP_9800
0.2809	7.9569e-7	299	STAT6	CGS001-6778	96 h	LINCSKD_24220	MCF7	LINCSCP_9800
0.279	9.4792e-7	299	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_9800
0.2776	1.0779e-6	299	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_9800
0.2766	1.183e-6	299	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_9800
0.2763	1.2182e-6	299	STAT1	CGS001-6772	96 h	LINCSKD_7927	ASC	LINCSCP_9800
0.2759	1.2644e-6	299	IKBKG	CGS001-8517	96 h	LINCSKD_7606	ASC	LINCSCP_9800
0.2693	2.2943e-6	299	NFKB1	CGS001-4790	96 h	LINCSKD_10096	HA1E	LINCSCP_9800
0.2635	3.8682e-6	299	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_9800
0.2598	5.3049e-6	299	SOCS1	CGS001-8651	96 h	LINCSKD_2994	A375	LINCSCP_9800
0.2552	7.8871e-6	299	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_9800
0.2547	8.2424e-6	299	JAK3	CGS001-3718	96 h	LINCSKD_5225	A549	LINCSCP_9800
0.2538	8.8809e-6	299	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_9800
0.2528	9.6634e-6	299	IL6	CGS001-3569	144 h	LINCSKD_34351	MCF7	LINCSCP_9800
0.2512	0	299	JAK2	CGS001-3717	96 h	LINCSKD_15987	HEPG2	LINCSCP_9800
0.2501	0	299	NFKB1	CGS001-4790	96 h	LINCSKD_23521	MCF7	LINCSCP_9800
