similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.497	6.3002e-12	169	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_68
0.4721	9.1843e-11	169	SOCS2	CGS001-8835	96 h	LINCSKD_11040	HA1E	LINCSCP_68
0.4646	1.9684e-10	169	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_68
0.458	3.8221e-10	169	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_68
0.4553	5.0116e-10	169	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_68
0.4487	9.4717e-10	169	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_68
-0.4351	3.3833e-9	169	IKBKE	CGS001-9641	96 h	LINCSKD_12703	HCC515	LINCSCP_68
0.434	3.7635e-9	169	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_68
0.4316	4.6631e-9	169	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_68
0.4168	1.7271e-8	169	SOCS1	CGS001-8651	96 h	LINCSKD_2994	A375	LINCSCP_68
0.4167	1.7478e-8	169	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_68
0.4102	3.048e-8	169	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_68
0.3974	8.799e-8	169	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_68
0.3897	1.6361e-7	169	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_68
-0.3896	1.6467e-7	169	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_68
0.3842	2.5148e-7	169	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_68
0.3831	2.7352e-7	169	IKBKG	CGS001-8517	96 h	LINCSKD_9571	HA1E	LINCSCP_68
0.3821	2.962e-7	169	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_68
-0.3796	3.5871e-7	169	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_68
0.3795	3.6166e-7	169	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_68
0.3758	4.7868e-7	169	JAK2	CGS001-3717	96 h	LINCSKD_9663	HA1E	LINCSCP_68
-0.3741	5.4184e-7	169	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_68
0.3668	9.3492e-7	169	STAT4	CGS001-6775	96 h	LINCSKD_3065	A375	LINCSCP_68
0.3647	1.0927e-6	169	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_68
-0.3613	1.3958e-6	169	IKBKE	CGS001-9641	120 h	LINCSKD_31312	VCAP	LINCSCP_68
0.3597	1.5611e-6	169	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_68
0.3556	2.0958e-6	169	STAT1	CGS001-6772	96 h	LINCSKD_29652	SKL	LINCSCP_68
0.3536	2.407e-6	169	STAT4	CGS001-6775	120 h	LINCSKD_32811	VCAP	LINCSCP_68
0.3439	4.6993e-6	169	IL6R	CGS001-3570	96 h	LINCSKD_5166	A549	LINCSCP_68
