similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.3472	1.402e-10	323	IKBKE	CGS001-9641	96 h	LINCSKD_29802	SW480	LINCSCP_157094
0.3268	1.7818e-9	323	IKBKAP	CGS001-8518	96 h	LINCSKD_29513	SKL	LINCSCP_157094
0.307	1.7688e-8	323	IKBKG	CGS001-8517	96 h	LINCSKD_7606	ASC	LINCSCP_157094
-0.2833	2.2495e-7	323	JAK1	CGS001-3716	96 h	LINCSKD_19315	HT29	LINCSCP_157094
0.2804	3.0158e-7	323	REL	CGS001-5966	96 h	LINCSKD_13493	HCC515	LINCSCP_157094
0.2747	5.3196e-7	323	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_157094
0.2743	5.5062e-7	323	STAT3	CGS001-6774	144 h	LINCSKD_34654	MCF7	LINCSCP_157094
0.2668	1.1455e-6	323	STAT2	CGS001-6773	96 h	LINCSKD_6665	A549	LINCSCP_157094
0.2634	1.5792e-6	323	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_157094
0.2602	2.1361e-6	323	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_157094
0.2591	2.3569e-6	323	STAT3	CGS001-6774	120 h	LINCSKD_32810	VCAP	LINCSCP_157094
0.2563	3.0678e-6	323	STAT6	CGS001-6778	96 h	LINCSKD_13765	HCC515	LINCSCP_157094
0.256	3.1407e-6	323	RELB	CGS001-5971	96 h	LINCSKD_6281	A549	LINCSCP_157094
0.2491	5.8573e-6	323	NFKB1	CGS001-4790	144 h	LINCSKD_36054	PC3	LINCSCP_157094
-0.2447	8.6596e-6	323	JAK2	CGS001-3717	144 h	LINCSKD_35976	PC3	LINCSCP_157094
-0.2407	0	323	IL6ST	CGS001-3572	96 h	LINCSKD_12723	HCC515	LINCSCP_157094
0.2368	0	323	IKBKE	CGS001-9641	96 h	LINCSKD_27651	PC3	LINCSCP_157094
0.2366	0	323	SOCS1	CGS001-8651	96 h	LINCSKD_14473	HEKTE	LINCSCP_157094
0.2357	0	323	STAT3	CGS001-6774	96 h	LINCSKD_6666	A549	LINCSCP_157094
0.2334	0	323	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_157094
0.233	0	323	JAK1	CGS001-3716	96 h	LINCSKD_12766	HCC515	LINCSCP_157094
0.2308	0	323	IKBKG	CGS001-8517	96 h	LINCSKD_9571	HA1E	LINCSCP_157094
0.23	0	323	SOCS5	CGS001-9655	96 h	LINCSKD_6597	A549	LINCSCP_157094
0.2286	0	323	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_157094
0.2266	0	323	NFKB1	CGS001-4790	96 h	LINCSKD_10096	HA1E	LINCSCP_157094
0.2259	0	323	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_157094
0.2229	1e-4	323	IKBKG	CGS001-8517	144 h	LINCSKD_26065	PC3	LINCSCP_157094
0.2213	1e-4	323	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_157094
0.2211	1e-4	323	IL6	CGS001-3569	96 h	LINCSKD_36707	PC3	LINCSCP_157094
0.2211	1e-4	323	RELB	CGS001-5971	96 h	LINCSKD_2676	A375	LINCSCP_157094
0.2209	1e-4	323	STAT1	CGS001-6772	96 h	LINCSKD_7927	ASC	LINCSCP_157094
0.2168	1e-4	323	IKBKG	CGS001-8517	96 h	LINCSKD_23150	MCF7	LINCSCP_157094
0.2129	1e-4	323	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_157094
0.2124	1e-4	323	SOCS2	CGS001-8835	96 h	LINCSKD_25416	NPC	LINCSCP_157094
-0.2116	1e-4	323	IL6ST	CGS001-3572	144 h	LINCSKD_34352	MCF7	LINCSCP_157094
0.2111	1e-4	323	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_157094
0.2082	2e-4	323	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_157094
0.2081	2e-4	323	IL6R	CGS001-3570	96 h	LINCSKD_5166	A549	LINCSCP_157094
0.2057	2e-4	323	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_157094
0.2042	2e-4	323	STAT4	CGS001-6775	120 h	LINCSKD_32811	VCAP	LINCSCP_157094
0.2036	2e-4	323	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_157094
0.2029	2e-4	323	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_157094
