similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.313	9.3197e-8	279	IKBKG	CGS001-8517	96 h	LINCSKD_36700	PC3	LINCSCP_158967
0.311	1.1342e-7	279	STAT5B	CGS001-6777	96 h	LINCSKD_20632	HT29	LINCSCP_158967
0.2838	1.4469e-6	279	JAK3	CGS001-3718	96 h	LINCSKD_36727	PC3	LINCSCP_158967
0.2765	2.734e-6	279	STAT3	CGS001-6774	96 h	LINCSKD_24217	MCF7	LINCSCP_158967
0.2764	2.7617e-6	279	JAK3	CGS001-3718	96 h	LINCSKD_19317	HT29	LINCSCP_158967
0.2749	3.1546e-6	279	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_158967
0.2412	0	279	JAK1	CGS001-3716	96 h	LINCSKD_19315	HT29	LINCSCP_158967
0.226	1e-4	279	STAT5B	CGS001-6777	144 h	LINCSKD_36237	PC3	LINCSCP_158967
0.2246	2e-4	279	RELB	CGS001-5971	96 h	LINCSKD_10727	HA1E	LINCSCP_158967
-0.2174	3e-4	279	STAT6	CGS001-6778	96 h	LINCSKD_13765	HCC515	LINCSCP_158967
0.2172	3e-4	279	TNF	CGS001-7124	96 h	LINCSKD_13871	HCC515	LINCSCP_158967
0.2158	3e-4	279	RELA	CGS001-5970	96 h	LINCSKD_28536	PC3	LINCSCP_158967
-0.2091	4e-4	279	RELB	CGS001-5971	144 h	LINCSKD_26330	PC3	LINCSCP_158967
0.2068	5e-4	279	STAT6	CGS001-6778	96 h	LINCSKD_6670	A549	LINCSCP_158967
-0.2048	6e-4	279	STAT1	CGS001-6772	96 h	LINCSKD_29652	SKL	LINCSCP_158967
0.2026	7e-4	279	STAT6	CGS001-6778	144 h	LINCSKD_26430	PC3	LINCSCP_158967
0.2023	7e-4	279	STAT1	CGS001-6772	96 h	LINCSKD_14479	HEKTE	LINCSCP_158967
