similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.456	1.1522e-25	473	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_14721
0.4446	2.4508e-24	473	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_14721
0.4322	6.0497e-23	473	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_14721
0.4124	7.6402e-21	473	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_14721
0.4035	6.0082e-20	473	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_14721
0.4022	8.0177e-20	473	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_14721
-0.4019	8.6332e-20	473	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_14721
0.3754	2.7875e-17	473	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_14721
0.3669	1.6071e-16	473	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_14721
0.3646	2.5535e-16	473	STAT3	CGS001-6774	96 h	LINCSKD_28826	PC3	LINCSCP_14721
-0.3531	2.4504e-15	473	SOCS1	CGS001-8651	96 h	LINCSKD_2994	A375	LINCSCP_14721
0.3463	9.0192e-15	473	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_14721
0.3434	1.5389e-14	473	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_14721
0.3412	2.3345e-14	473	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_14721
0.3402	2.7825e-14	473	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_14721
-0.3388	3.6433e-14	473	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_14721
0.3383	3.9541e-14	473	STAT4	CGS001-6775	96 h	LINCSKD_28827	PC3	LINCSCP_14721
0.3353	6.8947e-14	473	REL	CGS001-5966	96 h	LINCSKD_2674	A375	LINCSCP_14721
-0.3346	7.7565e-14	473	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_14721
-0.3327	1.0916e-13	473	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_14721
0.3296	1.9128e-13	473	IKBKE	CGS001-9641	120 h	LINCSKD_31312	VCAP	LINCSCP_14721
-0.3259	3.6493e-13	473	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_14721
0.325	4.2584e-13	473	STAT1	CGS001-6772	96 h	LINCSKD_11111	HA1E	LINCSCP_14721
-0.3119	3.9204e-12	473	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_14721
0.3109	4.6266e-12	473	NFKB2	CGS001-4791	96 h	LINCSKD_10097	HA1E	LINCSCP_14721
0.3094	5.9095e-12	473	STAT5A	CGS001-6776	96 h	LINCSKD_3066	A375	LINCSCP_14721
0.308	7.5016e-12	473	IL6ST	CGS001-3572	96 h	LINCSKD_9602	HA1E	LINCSCP_14721
-0.3004	2.5498e-11	473	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_14721
0.2987	3.3171e-11	473	IKBKB	CGS001-3551	96 h	LINCSKD_15895	HEPG2	LINCSCP_14721
0.2966	4.6078e-11	473	IKBKE	CGS001-9641	96 h	LINCSKD_15896	HEPG2	LINCSCP_14721
0.2948	6.108e-11	473	SOCS2	CGS001-8835	96 h	LINCSKD_2995	A375	LINCSCP_14721
-0.2936	7.3711e-11	473	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_14721
0.2917	9.8502e-11	473	STAT6	CGS001-6778	96 h	LINCSKD_11117	HA1E	LINCSCP_14721
0.2889	1.525e-10	473	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_14721
