similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.482	2.8057e-37	618	JAK3	CGS001-3718	96 h	LINCSKD_5225	A549	LINCSCP_239135
0.391	5.1885e-24	618	JAK2	CGS001-3717	96 h	LINCSKD_5224	A549	LINCSCP_239135
0.3247	1.2114e-16	618	JAK1	CGS001-3716	120 h	LINCSKD_31399	VCAP	LINCSCP_239135
0.3219	2.3164e-16	618	SOCS4	CGS001-122809	96 h	LINCSKD_24168	MCF7	LINCSCP_239135
0.3044	1.0154e-14	618	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_239135
0.3021	1.6529e-14	618	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_239135
0.2912	1.5332e-13	618	NFKB2	CGS001-4791	96 h	LINCSKD_16385	HEPG2	LINCSCP_239135
0.291	1.5944e-13	618	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_239135
0.2836	6.7791e-13	618	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_239135
0.2779	2.0268e-12	618	STAT5B	CGS001-6777	96 h	LINCSKD_37000	PC3	LINCSCP_239135
0.2757	3.0286e-12	618	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_239135
0.2701	8.6059e-12	618	STAT1	CGS001-6772	96 h	LINCSKD_25441	NPC	LINCSCP_239135
0.2672	1.4464e-11	618	STAT5B	CGS001-6777	96 h	LINCSKD_35495	MCF7	LINCSCP_239135
0.2655	1.9806e-11	618	STAT1	CGS001-6772	96 h	LINCSKD_7927	ASC	LINCSCP_239135
0.2645	2.377e-11	618	IL6R	CGS001-3570	96 h	LINCSKD_23173	MCF7	LINCSCP_239135
0.2603	4.9985e-11	618	STAT5B	CGS001-6777	96 h	LINCSKD_17318	HEPG2	LINCSCP_239135
0.2601	5.1488e-11	618	NFKB2	CGS001-4791	96 h	LINCSKD_19711	HT29	LINCSCP_239135
0.2592	6.0412e-11	618	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_239135
0.2577	7.8289e-11	618	STAT1	CGS001-6772	96 h	LINCSKD_6664	A549	LINCSCP_239135
0.2567	9.2732e-11	618	STAT5B	CGS001-6777	144 h	LINCSKD_34656	MCF7	LINCSCP_239135
0.2532	1.7141e-10	618	IKBKG	CGS001-8517	96 h	LINCSKD_29803	SW480	LINCSCP_239135
0.2512	2.3778e-10	618	STAT1	CGS001-6772	96 h	LINCSKD_24215	MCF7	LINCSCP_239135
0.2481	4.0413e-10	618	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_239135
0.2473	4.631e-10	618	IL6	CGS001-3569	96 h	LINCSKD_12722	HCC515	LINCSCP_239135
0.2453	6.3866e-10	618	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_239135
0.2425	1.0082e-9	618	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_239135
0.2342	3.7885e-9	618	IKBKG	CGS001-8517	96 h	LINCSKD_15897	HEPG2	LINCSCP_239135
0.2328	4.7661e-9	618	NFKB2	CGS001-4791	96 h	LINCSKD_23522	MCF7	LINCSCP_239135
0.2324	5.0682e-9	618	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_239135
0.2303	7.0071e-9	618	STAT2	CGS001-6773	96 h	LINCSKD_3063	A375	LINCSCP_239135
0.2294	7.9479e-9	618	REL	CGS001-5966	96 h	LINCSKD_29886	SW480	LINCSCP_239135
0.2283	9.5199e-9	618	IL6	CGS001-3569	120 h	LINCSKD_31339	VCAP	LINCSCP_239135
0.226	1.3469e-8	618	REL	CGS001-5966	96 h	LINCSKD_28535	PC3	LINCSCP_239135
0.2255	1.447e-8	618	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_239135
