similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.67490000000000006	5.4248e-15	103	NFKB1	CGS001-4790	96 h	LINCSKD_23521	MCF7	LINCSCP_30438
0.6415	2.8554e-13	103	SOCS1	CGS001-8651	96 h	LINCSKD_2994	A375	LINCSCP_30438
0.6098	8.0814e-12	103	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_30438
0.5686	3.7198e-10	103	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_30438
0.5659	4.6951e-10	103	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_30438
0.5615	6.8124e-10	103	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_30438
0.5555	1.131e-9	103	SOCS2	CGS001-8835	96 h	LINCSKD_25416	NPC	LINCSCP_30438
0.555	1.1732e-9	103	SOCS5	CGS001-9655	96 h	LINCSKD_20562	HT29	LINCSCP_30438
0.5466	2.3379e-9	103	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_30438
0.5382	4.5486e-9	103	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_30438
0.5347	5.9585e-9	103	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_30438
0.5335	6.5407e-9	103	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_30438
0.5312	7.8036e-9	103	STAT4	CGS001-6775	120 h	LINCSKD_32811	VCAP	LINCSCP_30438
0.5233	1.4224e-8	103	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_30438
0.5191	1.9397e-8	103	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_30438
0.5166	2.3241e-8	103	JAK1	CGS001-3716	96 h	LINCSKD_12766	HCC515	LINCSCP_30438
0.516	2.436e-8	103	STAT2	CGS001-6773	96 h	LINCSKD_28825	PC3	LINCSCP_30438
0.5142	2.7632e-8	103	SOCS1	CGS001-8651	96 h	LINCSKD_6595	A549	LINCSCP_30438
0.5053	5.2156e-8	103	STAT1	CGS001-6772	96 h	LINCSKD_7927	ASC	LINCSCP_30438
0.4916	1.3376e-7	103	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_30438
0.4908	1.4202e-7	103	IKBKG	CGS001-8517	96 h	LINCSKD_19227	HT29	LINCSCP_30438
0.4893	1.561e-7	103	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_30438
0.4824	2.4759e-7	103	STAT3	CGS001-6774	96 h	LINCSKD_17315	HEPG2	LINCSCP_30438
0.479	3.0874e-7	103	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_30438
0.4705	5.3103e-7	103	RELA	CGS001-5970	96 h	LINCSKD_2675	A375	LINCSCP_30438
0.4666	6.7702e-7	103	IKBKG	CGS001-8517	120 h	LINCSKD_31313	VCAP	LINCSCP_30438
0.4587	1.1005e-6	103	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_30438
0.4496	1.8927e-6	103	STAT5A	CGS001-6776	96 h	LINCSKD_17317	HEPG2	LINCSCP_30438
0.4496	1.8977e-6	103	STAT6	CGS001-6778	96 h	LINCSKD_17319	HEPG2	LINCSCP_30438
