similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5567	1.4645e-46	556	JAK3	CGS001-3718	120 h	LINCSKD_31401	VCAP	LINCSCP_18898
0.538	4.8788e-43	556	STAT5A	CGS001-6776	96 h	LINCSKD_20631	HT29	LINCSCP_18898
0.5256	8.1213e-41	556	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_18898
0.5123	1.5459e-38	556	IKBKE	CGS001-9641	120 h	LINCSKD_31312	VCAP	LINCSCP_18898
0.5114	2.2288e-38	556	STAT1	CGS001-6772	96 h	LINCSKD_25441	NPC	LINCSCP_18898
0.4957	8.2122e-36	556	REL	CGS001-5966	96 h	LINCSKD_23956	MCF7	LINCSCP_18898
0.4748	1.3336e-32	556	STAT6	CGS001-6778	96 h	LINCSKD_24220	MCF7	LINCSCP_18898
-0.4677	1.4527e-31	556	IKBKB	CGS001-3551	96 h	LINCSKD_12702	HCC515	LINCSCP_18898
0.4421	5.2948e-28	556	STAT5A	CGS001-6776	96 h	LINCSKD_3066	A375	LINCSCP_18898
0.4274	4.2101e-26	556	STAT1	CGS001-6772	96 h	LINCSKD_13762	HCC515	LINCSCP_18898
0.4264	5.7666e-26	556	REL	CGS001-5966	144 h	LINCSKD_34571	MCF7	LINCSCP_18898
0.4254	7.5324e-26	556	STAT4	CGS001-6775	96 h	LINCSKD_28827	PC3	LINCSCP_18898
0.4216	2.2945e-25	556	IKBKAP	CGS001-8518	96 h	LINCSKD_1513	A375	LINCSCP_18898
0.416	1.1282e-24	556	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_18898
0.4144	1.7714e-24	556	JAK1	CGS001-3716	120 h	LINCSKD_31399	VCAP	LINCSCP_18898
0.4139	2.0008e-24	556	RELA	CGS001-5970	96 h	LINCSKD_28536	PC3	LINCSCP_18898
-0.4081	9.8757e-24	556	REL	CGS001-5966	144 h	LINCSKD_36162	PC3	LINCSCP_18898
0.4017	5.6473e-23	556	IL6	CGS001-3569	144 h	LINCSKD_35960	PC3	LINCSCP_18898
-0.4007	7.3539e-23	556	SOCS2	CGS001-8835	144 h	LINCSKD_21982	MCF7	LINCSCP_18898
0.3999	9.1707e-23	556	RELB	CGS001-5971	96 h	LINCSKD_25328	NPC	LINCSCP_18898
0.3969	2.0211e-22	556	IKBKAP	CGS001-8518	96 h	LINCSKD_19224	HT29	LINCSCP_18898
0.3945	3.824e-22	556	STAT1	CGS001-6772	96 h	LINCSKD_3062	A375	LINCSCP_18898
0.3912	8.8438e-22	556	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_18898
0.3906	1.0332e-21	556	STAT6	CGS001-6778	144 h	LINCSKD_22006	MCF7	LINCSCP_18898
0.3851	4.3109e-21	556	STAT1	CGS001-6772	96 h	LINCSKD_29911	SW480	LINCSCP_18898
0.385	4.331e-21	556	STAT6	CGS001-6778	96 h	LINCSKD_25442	NPC	LINCSCP_18898
0.3718	1.1522e-19	556	NFKB2	CGS001-4791	96 h	LINCSKD_23522	MCF7	LINCSCP_18898
0.3696	1.9354e-19	556	IKBKAP	CGS001-8518	96 h	LINCSKD_5136	A549	LINCSCP_18898
0.3616	1.2758e-18	556	IL6ST	CGS001-3572	96 h	LINCSKD_12723	HCC515	LINCSCP_18898
0.3592	2.2367e-18	556	REL	CGS001-5966	96 h	LINCSKD_2674	A375	LINCSCP_18898
0.3583	2.7763e-18	556	STAT5A	CGS001-6776	144 h	LINCSKD_36236	PC3	LINCSCP_18898
-0.3507	1.5689e-17	556	STAT3	CGS001-6774	144 h	LINCSKD_34654	MCF7	LINCSCP_18898
