similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4683	1.7422e-10	167	STAT6	CGS001-6778	96 h	LINCSKD_7928	ASC	LINCSCP_104322
0.3915	1.6846e-7	167	IKBKAP	CGS001-8518	96 h	LINCSKD_9568	HA1E	LINCSCP_104322
0.3807	3.8839e-7	167	IKBKAP	CGS001-8518	96 h	LINCSKD_7603	ASC	LINCSCP_104322
0.3557	2.383e-6	167	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_104322
0.3482	4.0014e-6	167	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_104322
0.3454	4.8409e-6	167	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_104322
0.3425	5.8822e-6	167	STAT6	CGS001-6778	96 h	LINCSKD_13765	HCC515	LINCSCP_104322
0.3414	6.3182e-6	167	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_104322
0.329	0	167	REL	CGS001-5966	96 h	LINCSKD_13493	HCC515	LINCSCP_104322
0.3203	0	167	NFKB1	CGS001-4790	96 h	LINCSKD_23521	MCF7	LINCSCP_104322
0.3121	0	167	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_104322
0.301	1e-4	167	IKBKAP	CGS001-8518	96 h	LINCSKD_15894	HEPG2	LINCSCP_104322
0.2926	1e-4	167	SOCS2	CGS001-8835	96 h	LINCSKD_25416	NPC	LINCSCP_104322
0.2913	1e-4	167	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_104322
0.2881	2e-4	167	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_104322
0.2853	2e-4	167	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_104322
0.2747	3e-4	167	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_104322
0.2739	3e-4	167	JAK1	CGS001-3716	96 h	LINCSKD_12766	HCC515	LINCSCP_104322
0.273	4e-4	167	SOCS5	CGS001-9655	96 h	LINCSKD_2998	A375	LINCSCP_104322
0.2711	4e-4	167	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_104322
0.2705	4e-4	167	SOCS4	CGS001-122809	96 h	LINCSKD_28776	PC3	LINCSCP_104322
0.2645	6e-4	167	STAT2	CGS001-6773	96 h	LINCSKD_6665	A549	LINCSCP_104322
0.2613	6e-4	167	IKBKAP	CGS001-8518	96 h	LINCSKD_29513	SKL	LINCSCP_104322
0.2575	8e-4	167	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_104322
0.2541	9e-4	167	NFKB2	CGS001-4791	96 h	LINCSKD_29847	SW480	LINCSCP_104322
0.2536	9e-4	167	SOCS1	CGS001-8651	96 h	LINCSKD_2994	A375	LINCSCP_104322
0.2475	0.0013	167	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_104322
0.2474	0.0013	167	STAT4	CGS001-6775	96 h	LINCSKD_17316	HEPG2	LINCSCP_104322
-0.2451	0.0014	167	JAK1	CGS001-3716	96 h	LINCSKD_19315	HT29	LINCSCP_104322
0.2445	0.0015	167	NFKB1	CGS001-4790	96 h	LINCSKD_5654	A549	LINCSCP_104322
0.2434	0.0015	167	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_104322
0.2355	0.0022	167	NFKB2	CGS001-4791	96 h	LINCSKD_14384	HEKTE	LINCSCP_104322
-0.2309	0.0027	167	IKBKB	CGS001-3551	96 h	LINCSKD_27650	PC3	LINCSCP_104322
