similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.595	1.5973e-38	388	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_103499
0.5725	3.6004e-35	388	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_103499
0.5628	8.6066e-34	388	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_103499
-0.5358	3.2135e-30	388	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_103499
0.5292	2.1694e-29	388	STAT1	CGS001-6772	96 h	LINCSKD_6664	A549	LINCSCP_103499
0.5197	3.2062e-28	388	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_103499
0.5157	9.4126e-28	388	REL	CGS001-5966	96 h	LINCSKD_2674	A375	LINCSCP_103499
0.509	5.8673e-27	388	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_103499
0.5069	1.0276e-26	388	STAT1	CGS001-6772	96 h	LINCSKD_11111	HA1E	LINCSCP_103499
0.495	2.2176e-25	388	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_103499
0.4902	7.6577e-25	388	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_103499
0.4874	1.5121e-24	388	IKBKE	CGS001-9641	96 h	LINCSKD_12703	HCC515	LINCSCP_103499
0.4823	5.333e-24	388	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_103499
-0.4806	8.1232e-24	388	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_103499
0.4773	1.7835e-23	388	STAT1	CGS001-6772	96 h	LINCSKD_24215	MCF7	LINCSCP_103499
-0.4753	2.8953e-23	388	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_103499
0.4677	1.7502e-22	388	REL	CGS001-5966	96 h	LINCSKD_28535	PC3	LINCSCP_103499
-0.4626	5.6716e-22	388	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_103499
0.4588	1.3448e-21	388	IKBKE	CGS001-9641	96 h	LINCSKD_15896	HEPG2	LINCSCP_103499
0.4579	1.6758e-21	388	IKBKB	CGS001-3551	96 h	LINCSKD_15895	HEPG2	LINCSCP_103499
0.4574	1.8737e-21	388	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_103499
0.4559	2.5953e-21	388	IKBKG	CGS001-8517	96 h	LINCSKD_25021	NPC	LINCSCP_103499
0.4554	2.9205e-21	388	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_103499
0.4546	3.468e-21	388	RELB	CGS001-5971	96 h	LINCSKD_25328	NPC	LINCSCP_103499
0.4525	5.6117e-21	388	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_103499
0.447	1.8665e-20	388	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_103499
-0.4466	2.0528e-20	388	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_103499
-0.4419	5.6518e-20	388	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_103499
0.44	8.435e-20	388	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_103499
