similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4709	1.5695e-8	130	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_272035
0.4519	6.7598e-8	130	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_272035
0.4469	9.8278e-8	130	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_272035
0.4388	1.7742e-7	130	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_272035
0.4314	2.988e-7	130	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_272035
0.4113	1.1665e-6	130	SOCS5	CGS001-9655	96 h	LINCSKD_13717	HCC515	LINCSCP_272035
-0.3944	3.4281e-6	130	STAT2	CGS001-6773	96 h	LINCSKD_6665	A549	LINCSCP_272035
0.3895	4.6401e-6	130	SOCS5	CGS001-9655	120 h	LINCSKD_32741	VCAP	LINCSCP_272035
0.3854	5.9582e-6	130	TNF	CGS001-7124	96 h	LINCSKD_13871	HCC515	LINCSCP_272035
0.3846	6.2545e-6	130	NFKB2	CGS001-4791	96 h	LINCSKD_10097	HA1E	LINCSCP_272035
0.3752	0	130	SOCS5	CGS001-9655	96 h	LINCSKD_28777	PC3	LINCSCP_272035
0.3728	0	130	STAT1	CGS001-6772	96 h	LINCSKD_29911	SW480	LINCSCP_272035
0.3725	0	130	NFKB1	CGS001-4790	120 h	LINCSKD_31843	VCAP	LINCSCP_272035
0.3709	0	130	IKBKE	CGS001-9641	96 h	LINCSKD_15896	HEPG2	LINCSCP_272035
0.3696	0	130	SOCS2	CGS001-8835	96 h	LINCSKD_2995	A375	LINCSCP_272035
0.3679	0	130	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_272035
0.3663	0	130	RELB	CGS001-5971	96 h	LINCSKD_10727	HA1E	LINCSCP_272035
-0.3663	0	130	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_272035
0.3634	0	130	STAT1	CGS001-6772	96 h	LINCSKD_14479	HEKTE	LINCSCP_272035
-0.3609	0	130	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_272035
-0.3544	0	130	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_272035
0.3499	0	130	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_272035
0.3464	1e-4	130	JAK1	CGS001-3716	96 h	LINCSKD_15986	HEPG2	LINCSCP_272035
0.3385	1e-4	130	IKBKE	CGS001-9641	96 h	LINCSKD_9570	HA1E	LINCSCP_272035
