similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
-0.6066	1.9536e-32	309	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_90049
-0.5935	8.5724e-31	309	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_90049
0.5895	2.6436e-30	309	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_90049
-0.5456	2.3196e-25	309	STAT2	CGS001-6773	96 h	LINCSKD_11112	HA1E	LINCSCP_90049
-0.542	5.4052e-25	309	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_90049
-0.5289	1.1279e-23	309	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_90049
0.5258	2.3175e-23	309	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_90049
0.5188	1.0824e-22	309	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_90049
-0.5181	1.2723e-22	309	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_90049
0.5173	1.5075e-22	309	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_90049
-0.5159	2.0355e-22	309	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_90049
-0.5125	4.3008e-22	309	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_90049
0.5119	4.8356e-22	309	JAK1	CGS001-3716	96 h	LINCSKD_19315	HT29	LINCSCP_90049
-0.5035	2.8955e-21	309	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_90049
0.4747	9.0625e-19	309	SOCS2	CGS001-8835	96 h	LINCSKD_2995	A375	LINCSCP_90049
0.4742	9.8539e-19	309	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_90049
0.4692	2.5659e-18	309	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_90049
-0.4691	2.5729e-18	309	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_90049
-0.4671	3.7421e-18	309	JAK2	CGS001-3717	96 h	LINCSKD_9663	HA1E	LINCSCP_90049
-0.4665	4.1708e-18	309	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_90049
-0.4656	5.0046e-18	309	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_90049
0.4641	6.5769e-18	309	STAT5B	CGS001-6777	96 h	LINCSKD_3067	A375	LINCSCP_90049
0.4623	9.0897e-18	309	SOCS5	CGS001-9655	96 h	LINCSKD_13717	HCC515	LINCSCP_90049
0.4599	1.4092e-17	309	NFKB1	CGS001-4790	120 h	LINCSKD_31843	VCAP	LINCSCP_90049
-0.4583	1.888e-17	309	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_90049
0.4562	2.763e-17	309	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_90049
0.4528	4.9873e-17	309	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_90049
0.4503	7.8072e-17	309	IKBKG	CGS001-8517	96 h	LINCSKD_25021	NPC	LINCSCP_90049
0.4502	7.9098e-17	309	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_90049
0.4464	1.5352e-16	309	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_90049
