similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
-0.6216	2.6441e-58	533	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_16170
-0.6122	4.018e-56	533	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_16170
-0.5978	5.9834e-53	533	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_16170
0.5852	2.7268e-50	533	IKBKE	CGS001-9641	96 h	LINCSKD_15896	HEPG2	LINCSCP_16170
0.5809	1.9888e-49	533	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_16170
0.5801	2.8966e-49	533	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_16170
-0.5782	7.2879e-49	533	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_16170
-0.5625	8.3379e-46	533	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_16170
0.5593	3.3881e-45	533	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_16170
0.5584	4.9365e-45	533	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_16170
0.5549	2.2942e-44	533	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_16170
0.5548	2.385e-44	533	IKBKG	CGS001-8517	96 h	LINCSKD_25021	NPC	LINCSCP_16170
0.54	1.1383e-41	533	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_16170
0.5284	1.1622e-39	533	STAT1	CGS001-6772	96 h	LINCSKD_11111	HA1E	LINCSCP_16170
0.5253	3.9322e-39	533	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_16170
-0.5215	1.6774e-38	533	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_16170
-0.52	2.9816e-38	533	JAK2	CGS001-3717	96 h	LINCSKD_9663	HA1E	LINCSCP_16170
0.5137	3.1175e-37	533	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_16170
0.5124	5.1269e-37	533	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_16170
0.5028	1.7256e-35	533	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_16170
0.5018	2.4017e-35	533	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_16170
-0.4961	1.8758e-34	533	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_16170
0.4949	2.7928e-34	533	JAK1	CGS001-3716	96 h	LINCSKD_15986	HEPG2	LINCSCP_16170
0.4845	1.0155e-32	533	SOCS3	CGS001-9021	96 h	LINCSKD_14474	HEKTE	LINCSCP_16170
-0.4818	2.4685e-32	533	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_16170
0.4734	3.9849e-31	533	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_16170
