similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.3629	1.4944e-14	421	IKBKE	CGS001-9641	96 h	LINCSKD_25020	NPC	LINCSCP_107168
0.3409	6.4119e-13	421	IKBKAP	CGS001-8518	96 h	LINCSKD_12701	HCC515	LINCSCP_107168
0.3247	8.5322e-12	421	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_107168
0.3192	1.9853e-11	421	JAK2	CGS001-3717	96 h	LINCSKD_9663	HA1E	LINCSCP_107168
0.3164	3.0299e-11	421	REL	CGS001-5966	96 h	LINCSKD_29886	SW480	LINCSCP_107168
0.2864	2.1543e-9	421	RELB	CGS001-5971	96 h	LINCSKD_16956	HEPG2	LINCSCP_107168
0.2861	2.2491e-9	421	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_107168
0.2696	1.9247e-8	421	SOCS3	CGS001-9021	96 h	LINCSKD_2996	A375	LINCSCP_107168
0.2693	1.9843e-8	421	STAT4	CGS001-6775	96 h	LINCSKD_17316	HEPG2	LINCSCP_107168
0.2602	6.0878e-8	421	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_107168
0.2598	6.3583e-8	421	SOCS4	CGS001-122809	96 h	LINCSKD_24168	MCF7	LINCSCP_107168
0.2572	8.6743e-8	421	SOCS5	CGS001-9655	96 h	LINCSKD_20562	HT29	LINCSCP_107168
0.2566	9.3358e-8	421	IKBKG	CGS001-8517	96 h	LINCSKD_19227	HT29	LINCSCP_107168
0.2565	9.4817e-8	421	IKBKG	CGS001-8517	96 h	LINCSKD_5139	A549	LINCSCP_107168
0.2565	9.5101e-8	421	NFKB2	CGS001-4791	96 h	LINCSKD_28061	PC3	LINCSCP_107168
0.2561	9.915e-8	421	IKBKG	CGS001-8517	96 h	LINCSKD_29803	SW480	LINCSCP_107168
0.2543	1.2315e-7	421	STAT2	CGS001-6773	96 h	LINCSKD_6665	A549	LINCSCP_107168
0.2498	2.0692e-7	421	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_107168
0.246	3.2103e-7	421	RELA	CGS001-5970	96 h	LINCSKD_2675	A375	LINCSCP_107168
0.2451	3.5572e-7	421	IKBKB	CGS001-3551	96 h	LINCSKD_9569	HA1E	LINCSCP_107168
0.2433	4.3585e-7	421	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_107168
0.242	5.0239e-7	421	STAT4	CGS001-6775	96 h	LINCSKD_24218	MCF7	LINCSCP_107168
0.2399	6.3372e-7	421	JAK1	CGS001-3716	96 h	LINCSKD_1612	A375	LINCSCP_107168
0.2391	6.8907e-7	421	JAK1	CGS001-3716	120 h	LINCSKD_31399	VCAP	LINCSCP_107168
0.2369	8.767e-7	421	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_107168
0.2355	1.0284e-6	421	REL	CGS001-5966	96 h	LINCSKD_28535	PC3	LINCSCP_107168
0.2339	1.2182e-6	421	NFKB1	CGS001-4790	96 h	LINCSKD_19710	HT29	LINCSCP_107168
0.2326	1.3996e-6	421	JAK2	CGS001-3717	96 h	LINCSKD_5224	A549	LINCSCP_107168
