similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.3739	3.7695e-10	263	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_136145
0.3101	2.8632e-7	263	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_136145
0.3051	4.5244e-7	263	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_136145
0.2943	1.186e-6	263	STAT2	CGS001-6773	96 h	LINCSKD_24216	MCF7	LINCSCP_136145
0.2912	1.5548e-6	263	JAK2	CGS001-3717	96 h	LINCSKD_5224	A549	LINCSCP_136145
0.2905	1.6494e-6	263	RELA	CGS001-5970	96 h	LINCSKD_2675	A375	LINCSCP_136145
0.273	7.0651e-6	263	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_136145
0.2667	0	263	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_136145
0.2608	0	263	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_136145
0.2578	0	263	NFKB1	CGS001-4790	96 h	LINCSKD_23521	MCF7	LINCSCP_136145
0.2577	0	263	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_136145
0.2575	0	263	REL	CGS001-5966	96 h	LINCSKD_13493	HCC515	LINCSCP_136145
0.2537	0	263	JAK2	CGS001-3717	96 h	LINCSKD_1613	A375	LINCSCP_136145
0.2523	0	263	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_136145
0.2498	0	263	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_136145
0.2435	1e-4	263	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_136145
0.2422	1e-4	263	STAT3	CGS001-6774	144 h	LINCSKD_34654	MCF7	LINCSCP_136145
0.2418	1e-4	263	JAK1	CGS001-3716	96 h	LINCSKD_12766	HCC515	LINCSCP_136145
0.2411	1e-4	263	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_136145
0.2411	1e-4	263	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_136145
0.2408	1e-4	263	STAT6	CGS001-6778	96 h	LINCSKD_13765	HCC515	LINCSCP_136145
0.2392	1e-4	263	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_136145
0.2327	1e-4	263	JAK2	CGS001-3717	120 h	LINCSKD_31400	VCAP	LINCSCP_136145
0.2316	2e-4	263	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_136145
0.2313	2e-4	263	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_136145
-0.229	2e-4	263	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_136145
0.2247	2e-4	263	SOCS2	CGS001-8835	96 h	LINCSKD_35477	MCF7	LINCSCP_136145
0.2227	3e-4	263	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_136145
0.2225	3e-4	263	STAT5A	CGS001-6776	96 h	LINCSKD_17317	HEPG2	LINCSCP_136145
0.222	3e-4	263	IKBKB	CGS001-3551	144 h	LINCSKD_26063	PC3	LINCSCP_136145
0.222	3e-4	263	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_136145
0.221	3e-4	263	IKBKB	CGS001-3551	96 h	LINCSKD_9569	HA1E	LINCSCP_136145
0.2204	3e-4	263	STAT2	CGS001-6773	96 h	LINCSKD_6665	A549	LINCSCP_136145
0.2161	4e-4	263	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_136145
0.2158	4e-4	263	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_136145
