similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5401	1.8714e-17	212	STAT2	CGS001-6773	120 h	LINCSKD_32809	VCAP	LINCSCP_260738
0.465	8.9904e-13	212	IKBKE	CGS001-9641	144 h	LINCSKD_21583	MCF7	LINCSCP_260738
0.4605	1.5999e-12	212	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_260738
0.4601	1.6638e-12	212	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_260738
0.439	2.1168e-11	212	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_260738
0.4366	2.8166e-11	212	IKBKE	CGS001-9641	96 h	LINCSKD_5138	A549	LINCSCP_260738
0.4356	3.1387e-11	212	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_260738
0.4218	1.4871e-10	212	NFKB2	CGS001-4791	96 h	LINCSKD_10097	HA1E	LINCSCP_260738
0.4199	1.8344e-10	212	JAK1	CGS001-3716	96 h	LINCSKD_15986	HEPG2	LINCSCP_260738
0.4191	1.9909e-10	212	STAT1	CGS001-6772	96 h	LINCSKD_6664	A549	LINCSCP_260738
0.4143	3.3614e-10	212	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_260738
0.3995	1.5837e-9	212	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_260738
-0.3984	1.7689e-9	212	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_260738
0.3898	4.2175e-9	212	IL6ST	CGS001-3572	96 h	LINCSKD_15925	HEPG2	LINCSCP_260738
-0.3889	4.613e-9	212	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_260738
0.3856	6.3335e-9	212	RELB	CGS001-5971	120 h	LINCSKD_32449	VCAP	LINCSCP_260738
0.3851	6.6361e-9	212	IKBKE	CGS001-9641	96 h	LINCSKD_12703	HCC515	LINCSCP_260738
0.383	8.1567e-9	212	IKBKE	CGS001-9641	96 h	LINCSKD_15896	HEPG2	LINCSCP_260738
-0.3786	1.252e-8	212	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_260738
0.3764	1.5333e-8	212	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_260738
-0.3728	2.1485e-8	212	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_260738
0.3676	3.4966e-8	212	NFKB1	CGS001-4790	120 h	LINCSKD_31843	VCAP	LINCSCP_260738
0.3619	5.8732e-8	212	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_260738
-0.3618	5.9168e-8	212	REL	CGS001-5966	120 h	LINCSKD_32448	VCAP	LINCSCP_260738
0.3608	6.4496e-8	212	SOCS5	CGS001-9655	96 h	LINCSKD_13717	HCC515	LINCSCP_260738
-0.3592	7.4637e-8	212	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_260738
-0.3528	1.3162e-7	212	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_260738
0.3512	1.5104e-7	212	STAT1	CGS001-6772	96 h	LINCSKD_11111	HA1E	LINCSCP_260738
-0.3508	1.5567e-7	212	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_260738
-0.3501	1.6639e-7	212	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_260738
0.3478	2.0252e-7	212	STAT1	CGS001-6772	96 h	LINCSKD_20628	HT29	LINCSCP_260738
0.3477	2.0464e-7	212	RELB	CGS001-5971	96 h	LINCSKD_25328	NPC	LINCSCP_260738
-0.3457	2.4289e-7	212	IKBKE	CGS001-9641	96 h	LINCSKD_29802	SW480	LINCSCP_260738
0.3452	2.5258e-7	212	STAT3	CGS001-6774	96 h	LINCSKD_11113	HA1E	LINCSCP_260738
