similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.6424	4.659e-43	358	IKBKE	CGS001-9641	96 h	LINCSKD_23149	MCF7	LINCSCP_253024
0.6384	2.1998e-42	358	NFKB1	CGS001-4790	120 h	LINCSKD_31843	VCAP	LINCSCP_253024
0.6005	1.8828e-36	358	SOCS5	CGS001-9655	96 h	LINCSKD_13717	HCC515	LINCSCP_253024
0.5328	1.2043e-27	358	STAT6	CGS001-6778	96 h	LINCSKD_3068	A375	LINCSCP_253024
0.5116	2.8274e-25	358	SOCS4	CGS001-122809	120 h	LINCSKD_32740	VCAP	LINCSCP_253024
0.4906	4.4745e-23	358	IL6ST	CGS001-3572	96 h	LINCSKD_1545	A375	LINCSCP_253024
0.4822	3.0177e-22	358	RELB	CGS001-5971	96 h	LINCSKD_25328	NPC	LINCSCP_253024
0.4814	3.6461e-22	358	IKBKB	CGS001-3551	96 h	LINCSKD_19225	HT29	LINCSCP_253024
0.4753	1.411e-21	358	REL	CGS001-5966	96 h	LINCSKD_10725	HA1E	LINCSCP_253024
0.4716	3.2089e-21	358	IKBKE	CGS001-9641	96 h	LINCSKD_19226	HT29	LINCSCP_253024
0.4597	4.0239e-20	358	IL6	CGS001-3569	120 h	LINCSKD_31339	VCAP	LINCSCP_253024
0.4579	5.9302e-20	358	JAK1	CGS001-3716	96 h	LINCSKD_5223	A549	LINCSCP_253024
0.4533	1.5273e-19	358	STAT1	CGS001-6772	96 h	LINCSKD_29911	SW480	LINCSCP_253024
0.4354	5.4444e-18	358	IKBKE	CGS001-9641	120 h	LINCSKD_31312	VCAP	LINCSCP_253024
0.4345	6.4543e-18	358	IKBKE	CGS001-9641	96 h	LINCSKD_15896	HEPG2	LINCSCP_253024
0.4333	8.1428e-18	358	JAK1	CGS001-3716	96 h	LINCSKD_27721	PC3	LINCSCP_253024
0.4311	1.2297e-17	358	STAT1	CGS001-6772	96 h	LINCSKD_24215	MCF7	LINCSCP_253024
-0.4184	1.3337e-16	358	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_253024
0.4178	1.4823e-16	358	STAT1	CGS001-6772	120 h	LINCSKD_32808	VCAP	LINCSCP_253024
-0.415	2.4707e-16	358	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_253024
0.4055	1.3361e-15	358	IL6ST	CGS001-3572	96 h	LINCSKD_5167	A549	LINCSCP_253024
0.4034	1.9102e-15	358	STAT6	CGS001-6778	96 h	LINCSKD_6670	A549	LINCSCP_253024
0.3961	6.7946e-15	358	STAT6	CGS001-6778	96 h	LINCSKD_11117	HA1E	LINCSCP_253024
0.395	8.0662e-15	358	RELB	CGS001-5971	120 h	LINCSKD_32449	VCAP	LINCSCP_253024
0.3947	8.5952e-15	358	NFKB2	CGS001-4791	96 h	LINCSKD_5655	A549	LINCSCP_253024
0.3942	9.2374e-15	358	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_253024
-0.3914	1.4964e-14	358	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_253024
0.3838	5.1877e-14	358	JAK1	CGS001-3716	96 h	LINCSKD_9662	HA1E	LINCSCP_253024
0.3808	8.4686e-14	358	IKBKB	CGS001-3551	96 h	LINCSKD_27650	PC3	LINCSCP_253024
0.375	2.1294e-13	358	NFKB2	CGS001-4791	96 h	LINCSKD_10097	HA1E	LINCSCP_253024
