similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4771	2.4441e-23	386	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_52958
0.43120000000000003	6.5477e-19	386	SOCS4	CGS001-122809	96 h	LINCSKD_2997	A375	LINCSCP_52958
0.4135	2.2358e-17	386	IKBKB	CGS001-3551	120 h	LINCSKD_31311	VCAP	LINCSCP_52958
0.4007	2.5362e-16	386	SOCS1	CGS001-8651	96 h	LINCSKD_11039	HA1E	LINCSCP_52958
0.3997	3.0842e-16	386	SOCS2	CGS001-8835	96 h	LINCSKD_13715	HCC515	LINCSCP_52958
0.3973	4.7615e-16	386	SOCS4	CGS001-122809	96 h	LINCSKD_20561	HT29	LINCSCP_52958
0.3927	1.0984e-15	386	SOCS5	CGS001-9655	96 h	LINCSKD_11042	HA1E	LINCSCP_52958
0.3908	1.5579e-15	386	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_52958
0.3893	2.0222e-15	386	STAT6	CGS001-6778	120 h	LINCSKD_32813	VCAP	LINCSCP_52958
0.3889	2.1835e-15	386	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_52958
0.383	6.2014e-15	386	IKBKG	CGS001-8517	96 h	LINCSKD_12704	HCC515	LINCSCP_52958
0.3785	1.3461e-14	386	NFKB1	CGS001-4790	96 h	LINCSKD_5654	A549	LINCSCP_52958
0.3663	1.0572e-13	386	REL	CGS001-5966	96 h	LINCSKD_20280	HT29	LINCSCP_52958
0.3605	2.7124e-13	386	STAT6	CGS001-6778	96 h	LINCSKD_20633	HT29	LINCSCP_52958
-0.3545	7.1841e-13	386	JAK1	CGS001-3716	96 h	LINCSKD_15986	HEPG2	LINCSCP_52958
0.353	9.066e-13	386	SOCS1	CGS001-8651	96 h	LINCSKD_17248	HEPG2	LINCSCP_52958
0.341	5.7448e-12	386	IKBKE	CGS001-9641	96 h	LINCSKD_29802	SW480	LINCSCP_52958
0.3347	1.4831e-11	386	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_52958
-0.3281	3.8463e-11	386	IKBKG	CGS001-8517	96 h	LINCSKD_25021	NPC	LINCSCP_52958
0.3276	4.1648e-11	386	JAK2	CGS001-3717	96 h	LINCSKD_29813	SW480	LINCSCP_52958
0.3273	4.3231e-11	386	RELB	CGS001-5971	96 h	LINCSKD_13494	HCC515	LINCSCP_52958
0.3242	6.7743e-11	386	STAT2	CGS001-6773	96 h	LINCSKD_11112	HA1E	LINCSCP_52958
0.3204	1.1537e-10	386	NFKB2	CGS001-4791	120 h	LINCSKD_31844	VCAP	LINCSCP_52958
0.3167	1.9392e-10	386	SOCS1	CGS001-8651	96 h	LINCSKD_6595	A549	LINCSCP_52958
0.3153	2.3289e-10	386	JAK2	CGS001-3717	96 h	LINCSKD_9663	HA1E	LINCSCP_52958
0.302	1.4019e-9	386	JAK2	CGS001-3717	96 h	LINCSKD_19316	HT29	LINCSCP_52958
0.3006	1.6662e-9	386	IKBKAP	CGS001-8518	120 h	LINCSKD_31310	VCAP	LINCSCP_52958
0.2935	4.1543e-9	386	JAK3	CGS001-3718	96 h	LINCSKD_9664	HA1E	LINCSCP_52958
0.2921	4.9415e-9	386	IL6ST	CGS001-3572	120 h	LINCSKD_31340	VCAP	LINCSCP_52958
0.289	7.3626e-9	386	SOCS2	CGS001-8835	96 h	LINCSKD_11040	HA1E	LINCSCP_52958
0.2868	9.6017e-9	386	SOCS2	CGS001-8835	96 h	LINCSKD_29647	SKL	LINCSCP_52958
0.2863	1.0198e-8	386	JAK2	CGS001-3717	96 h	LINCSKD_15987	HEPG2	LINCSCP_52958
